,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
135,4893,904,0,8975,930,1758,0,161,578,465,335,3405,1298,5,0,2851,7898,324,2032,1695,75,632,173,639,2790,240,551,1657,172,139,1860,887,10376,286,1940,2803,1966,2228,1732,2131,1371,1926,5742,2594,2818,13835,333,0,1890,30073,1197,6511,3944,109210,0,3453,431,0,0,362,922,13920,1489,8487,788
136,31146,2218,358,58523,946,21649,0,9,3307,2939,1441,32811,7891,255,0,14867,33819,2135,7683,4048,783,582,659,3620,8977,528,2857,7153,138,490,9048,1,45867,4665,10509,40487,13994,6969,5372,6773,8742,10639,35494,10889,55297,39738,1977,0,13122,195063,3811,77351,26449,1190560,0,11971,1273,0,0,0,14072,155868,4605,35917,1260
137,2008,167,5,8432,2027,1202,0,375,892,380,1396,6613,2689,0,0,3530,10224,554,2031,1478,118,17,269,1201,3646,0,514,1655,156,349,3504,785,8842,470,2317,2553,3296,1728,4110,3880,1470,2408,5539,2399,3714,8245,126,0,2079,38461,2612,19222,6649,86051,0,4458,384,0,0,111,1515,20980,1232,4777,923
138,1740,6,0,0,741,1401,1,1,95,0,0,383,0,0,0,800,1475,2,0,45,346,1,217,207,92,0,11,821,0,208,2422,7750,2975,0,114,100,0,0,34,14,0,0,0,213,6549,630,985,1,1106,8341,1133,14085,178,107097,1,2753,748,0,0,0,736,4072,0,1450,0
139,17905,4381,1,30171,1438,10167,0,554,6071,1801,709,14573,8180,182,0,15089,29273,1336,4896,6005,572,604,339,2700,6691,630,1487,3014,27,272,5091,26803,20255,3389,7639,14380,5589,2265,5439,2277,3968,5719,22538,5193,11031,25779,0,0,6711,83749,3593,86098,17319,368576,0,13572,1310,0,0,887,8230,42922,8819,45026,1358
140,5533,1351,0,13799,2094,3981,0,414,2476,771,81,7398,6296,85,0,6298,13868,606,1982,1955,235,0,138,929,3117,143,414,1217,281,118,3025,1253,9694,936,1918,7912,4915,5021,5091,3549,2204,1983,5284,9377,4960,13486,209,0,4823,54085,2470,55925,5535,80759,0,6595,895,0,0,0,3387,12953,538,6582,1309
141,6,0,2386,0,0,0,0,0,0,1,0,1,0,567,0,0,1,215,3,17942,4197,1668,524,13450,29515,3863,5452,24296,4845,5481,2,1,1053,1144,0,2,1637,0,1,1,1,0,0,0,8,4,11,0,0,2,1,2,0,31139,0,1,1,0,0,0,0,1,4,1,0
142,6792,332,1051,6139,3438,2216,0,0,1111,325,657,7094,3985,34,0,3140,11722,1242,1044,1958,763,376,443,2879,3436,1436,840,2762,343,0,1971,0,13001,1145,2270,5700,4611,401,2620,1130,1529,3347,3765,2895,8632,8218,0,0,3122,31714,1588,17393,6498,143961,199,5141,1321,0,0,0,2978,13898,771,5209,351
143,125,0,5142,3522,3188,1218,0,1,4332,3443,2539,0,0,16673,1883,5,1,225,1313,29182,4055,1565,5942,14338,56736,0,277,31415,0,1679,4,1,1,2081,0,1,5150,1,1,12,3302,0,0,0,290,0,677,31,0,0,1,0,1,40685,0,0,0,0,1334,0,0,0,0,0,2462
144,2,2,0,0,1,0,0,2,1,0,0,0,0,532,17,0,0,249,0,7882,1155,0,868,4782,4501,0,2752,7835,46,772,7,0,425,0,0,0,2270,0,1,0,589,0,0,0,1,0,0,0,355,0,0,0,0,10344,0,9,0,0,16,0,0,0,0,0,82
145,848,225,0,3731,688,1357,0,149,128,60,118,2337,1524,0,0,1312,5083,156,651,841,192,149,149,749,1466,204,394,585,0,26,1067,0,1986,166,1061,1489,1773,907,1168,885,337,877,2752,1440,1202,5141,100,0,602,22015,645,3586,1682,53961,0,1384,430,0,0,6,536,7950,229,2525,323
146,7573,3064,1183,15480,1592,4306,0,837,1779,1090,518,6838,4839,0,0,1022,15166,721,2727,817,55,599,143,421,1995,3,147,1154,155,85,2457,1064,22714,3550,3325,3390,6028,2792,5242,4277,3133,6246,9410,2625,5324,15525,879,0,5001,79357,1591,228,2111,252196,0,2373,665,0,219,124,2782,53842,5315,13148,1303
147,33873,3799,0,30556,65,5998,0,1139,2710,1579,3912,22163,4440,11,0,3001,34731,2892,10110,3383,663,697,370,2959,7531,511,1421,5557,328,1092,4600,2860,44077,2975,7927,10888,7422,3574,5055,7201,6929,13965,16361,5388,36006,23071,31,0,12310,191286,4199,73,5722,910777,0,4980,1964,0,0,0,4700,95135,7624,23386,2839
148,1486,1204,0,0,6350,770,0,4719,4723,1916,297,905,1616,0,0,0,0,724,0,8985,918,799,806,3576,15011,1382,1341,11190,1823,890,12451,1081,4846,5651,0,1561,1,2745,4251,4631,2552,18,0,0,9186,0,3,0,0,0,1302,0,615,310255,0,0,275,0,0,713,0,0,43,1,4125
149,2367,0,0,3008,947,56,0,0,1,576,625,4934,587,0,0,750,6371,783,1275,713,116,1,475,1930,3211,0,825,1881,131,0,1221,0,3615,879,1661,1624,348,1824,1122,954,1018,1713,489,4318,19087,3987,0,0,977,16157,743,41386,2416,291259,0,3574,0,0,0,0,3622,3928,1234,2967,730
150,30364,5064,61,48777,573,23594,0,1429,2739,3504,1180,23144,9384,8,0,11137,33064,3468,6181,4938,1233,503,419,4478,10067,1898,747,10141,36,459,7470,905,39986,1449,11930,34000,7105,5340,10950,13062,7467,10181,39347,14984,34814,46875,2146,0,10355,227440,7666,37571,19290,1125248,0,13816,2403,0,0,0,12528,147299,1908,29753,1932
151,539,0,2621,0,1359,0,3,47,705,240,0,0,1,821,0,496,0,132,0,6118,450,35,540,3016,8101,79,2072,4088,684,283,0,0,557,670,0,2,1726,177,613,0,0,0,0,0,17,5,169,3,0,0,1,0,0,22000,0,1,419,0,1040,0,0,0,68,0,9
152,1576,469,0,4416,333,2007,0,520,601,55,105,2270,1256,0,0,1189,3883,294,2447,1031,91,12,161,726,1400,238,343,647,91,69,1409,79,3553,202,1976,1234,2179,815,1155,752,900,1609,3262,1259,2519,4599,100,0,1076,17024,976,8067,1975,53548,0,1883,247,0,0,0,627,9192,906,4155,221
153,8039,1174,0,3851,1216,1258,0,208,615,469,718,4349,1313,38,0,395,2779,391,346,570,66,62,89,426,742,191,297,517,8,26,439,27,9032,936,1255,1905,1215,894,851,728,1066,1080,2201,330,7969,5453,318,0,1331,11611,187,15,2116,182164,0,2628,457,0,0,73,631,11218,1869,4923,603
154,4140,0,0,0,2,0,0,1,64,1,71,0,1548,1,0,934,0,0,0,901,908,0,775,965,362,0,1185,2683,412,586,11,4231,987,643,0,0,0,493,1136,0,4,0,0,0,10344,0,1489,0,0,6,601,0,0,56307,0,85,711,0,2,0,0,2,1,202,680
155,276,120,0,419,75,155,0,0,54,105,0,351,714,0,0,8,265,133,60,90,0,151,0,20,355,0,77,78,6,26,117,1,383,50,24,190,72,184,193,69,4,87,272,832,405,431,57,1,316,1368,211,3910,1003,18582,0,406,0,0,0,0,316,859,83,113,169
156,2466,0,0,746,358,538,0,0,1,0,0,1238,3686,0,0,3277,2912,936,0,3592,632,0,79,878,1274,0,791,2538,0,283,3050,2947,2898,0,756,1352,1616,1,479,494,524,0,2184,1805,15740,1810,0,0,1026,10718,968,5010,1043,147402,0,241,614,0,0,0,1421,7869,1208,2976,57
157,43,3,0,0,7678,0,4,4,7,9,4,4,3,383,22,0,1,3,7,786,843,0,223,12406,7305,376,5,12497,893,8920,43,10,8,6,0,1,0,0,3,3,3,1,0,0,22,0,3,0,0,0,0,0,0,25675,0,0,0,0,0,0,0,0,0,0,3
158,15314,1233,0,21277,2847,14045,0,1221,1099,1475,1306,13087,9896,15,1,6204,47523,777,7868,7389,1149,1236,813,6880,11800,1296,643,7382,5,848,5128,6338,21053,1581,15134,12129,13316,3515,8427,6000,3063,3341,11259,15179,44287,29333,807,0,6324,143031,2959,70154,22159,730366,0,16655,537,0,0,710,9433,32297,2406,23637,2005
159,22097,2068,1814,33131,3273,10707,0,1489,1875,1174,1483,10876,8563,0,0,9383,28600,509,6288,6063,794,0,455,5190,12767,1,3145,5627,1734,249,2664,55839,28131,1534,10744,9778,7503,1674,1961,5425,2847,5451,18667,8774,51636,33792,46,0,9461,129854,8225,31746,9958,809377,0,14186,1124,0,0,0,8256,52483,9867,31611,973
160,6,0,0,0,4,0,0,0,2,2,0,1,0,122,0,0,1,0,0,21708,4058,0,1758,25216,9168,214,6096,18101,1,4407,14,8,1,0,2,0,0,0,1,1,5,4,0,1,3,0,0,0,0,0,0,0,1,16587,0,0,2,0,0,0,0,0,4,0,1
161,1616,317,270,8720,0,1966,0,600,496,568,381,3954,2939,18,0,4551,9316,219,2040,922,71,213,54,936,2523,146,398,719,52,65,1203,0,5303,545,2277,4134,1393,2266,2647,1541,1205,3536,5293,3334,5945,8588,26,0,1196,35300,1870,14304,4521,65611,0,5375,283,0,2,74,1520,13670,1645,4302,476
162,7125,1322,0,13124,1022,5103,0,378,1319,500,2208,16388,4229,0,0,3549,14696,298,2354,1737,469,1,216,1558,3998,0,849,1076,89,259,5266,0,14754,822,8463,10657,5653,1813,2316,2939,2175,4632,7947,4901,2945,13142,312,0,3797,73882,1951,11129,10011,94894,0,6573,1176,0,0,0,3951,57709,1189,3529,898
163,12943,1788,1,22670,657,7431,1,500,5,400,576,9342,4369,1,0,5306,23118,894,5174,4033,419,752,330,2179,11705,2346,864,4502,156,386,4270,1000,10332,943,7885,9353,4125,1329,1997,1987,3021,3120,13538,5911,8499,17199,111,0,4552,82578,2424,15875,7659,158269,0,9444,1501,0,225,0,6877,28747,4214,21804,920
164,10359,3530,0,38867,0,6848,0,4879,3217,1825,2666,35699,11954,1388,0,15947,32401,4478,28526,14884,657,1,228,7109,17082,2435,4253,7640,601,1223,18062,3,42888,673,18999,15089,14073,2570,2361,7315,6895,9124,18120,16775,34849,45295,0,14,3391,123589,5589,142360,39065,196693,0,19392,2728,0,1718,0,5498,107739,3488,24391,4615
165,9764,3307,0,15193,349,8402,0,1765,1586,775,985,13303,3670,5,0,8215,18125,312,4420,3070,204,753,142,1478,4122,417,855,2848,594,183,3889,240,11066,1307,5790,12385,4083,1658,4087,3610,4285,5590,13498,7390,7664,23309,344,0,5394,57012,2619,20373,12718,228305,0,5740,1345,0,0,0,3430,54266,2744,18642,400
166,1,0,0,0,0,0,0,0,1,102,1032,0,0,817,0,0,0,191,158,2891,208,0,408,1365,6404,1771,1462,2998,5,185,324,3,244,196,0,0,0,165,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7880,0,0,142,0,1123,0,0,0,1,41,0
167,8625,1375,398,19130,129,4636,0,1200,2128,653,807,6667,4370,10,0,349,16886,487,5622,708,45,199,95,611,545,209,284,1004,135,110,2445,484,21597,2939,3866,3709,3204,1317,4371,4810,3194,5350,17630,2289,3394,25462,546,0,6628,76801,1553,0,4198,180816,0,4364,689,0,0,0,2434,62242,6941,19328,1057
168,578,0,2681,0,50763,1,0,5564,4694,3123,2,0,0,3049,393,5341,0,4380,1,19619,585,0,3600,9526,34666,1,7190,16326,2574,1371,2557,0,2,1,0,657,3644,6,0,0,2816,0,0,1,2,0,261,14,0,0,7784,0,0,21960,0,0,1277,851,7790,1670,0,2,0,0,2040
169,3123,677,0,5047,137,1752,0,327,486,266,192,2301,1349,0,0,1537,4807,224,1315,1599,89,109,139,975,1925,4,782,1070,117,107,1867,1512,6100,381,2266,4015,1174,1425,1923,812,619,746,2551,1946,3282,10688,0,0,932,18742,629,11328,2632,102686,0,2373,356,0,0,123,1438,12475,1074,4423,470
170,1815,208,0,680,52,524,0,1,292,55,119,1405,619,0,0,355,1674,74,1074,1289,101,43,63,719,1875,171,189,620,175,44,612,2987,2666,209,926,212,575,250,388,295,313,162,820,556,3280,3329,28,0,264,4850,20,2415,2200,32397,0,1510,0,0,0,0,265,1295,156,1532,305
171,3352,1459,0,12411,143,6330,0,617,1560,734,500,6356,2966,0,0,4206,10194,685,2231,1538,150,149,111,700,2499,398,951,2074,23,23,3571,1,11379,621,3871,5033,5108,1246,3238,3337,3887,4350,9037,2803,5825,10672,545,0,3925,44007,2254,18408,6299,125438,0,3960,706,0,0,148,1885,40266,462,6347,360
172,2534,622,0,8412,469,3156,0,604,1618,142,790,9636,5753,0,0,4097,17850,499,2507,4467,349,587,441,2803,4804,868,790,3517,154,168,3763,1,12625,327,6305,4536,4190,1599,3600,4000,2383,3205,4815,7981,2375,14863,537,0,1715,77229,2815,6592,10086,136605,0,5935,286,0,0,0,5650,28381,2646,7151,692
173,52,0,1378,0,4921,0,0,1,601,292,4,2,764,5,0,390,1,216,381,6839,503,0,976,4173,5080,426,1156,5377,210,263,10,0,1010,8,0,659,6107,403,250,4,537,407,0,1,7,0,2,0,0,7,814,4,0,41804,0,407,222,0,0,0,0,2706,2,0,233
174,2039,155,21,2871,106,1301,0,99,77,169,47,1847,650,0,0,485,2875,67,595,320,63,134,50,234,677,97,179,440,27,62,484,0,2665,180,1238,924,736,831,789,793,588,581,1781,894,1282,3221,0,0,897,12813,303,616,981,24759,0,643,259,0,0,68,647,5584,191,1655,179
175,10785,4211,0,19116,0,7181,0,2157,3024,875,1464,1775,5034,0,0,5193,22329,601,5593,7102,1013,1031,1186,4050,9388,1600,3000,4988,231,1183,4239,29699,18407,3078,6169,8971,5639,2277,4267,2982,4169,4425,17105,9424,7760,26521,349,0,3946,53376,4460,16787,5340,114190,0,7042,1346,0,0,268,3649,28570,834,15698,1384
176,1833,147,0,4020,154,1122,0,250,752,81,554,5533,1193,0,0,1532,5799,377,2057,1501,162,1,152,1205,1502,315,301,1381,240,162,2683,4652,4287,468,1958,1653,2119,1169,1992,1108,286,1290,4285,2345,2162,8332,134,0,950,15122,1492,8690,4554,46320,0,4487,236,0,0,0,836,8797,345,3126,266
177,257,2,0,0,14,2,0,0,1,2471,1,0,0,7005,0,1,0,6004,28,25995,1996,2016,2822,13206,35758,4077,7564,28423,1369,4949,2389,2,1763,161,0,0,0,0,0,0,4,2,0,0,821,0,1,0,0,0,42,0,0,158534,0,0,0,1158,0,0,0,0,1,0,450
178,4826,0,0,1253,1,462,0,1,405,1191,47,13029,5394,0,0,4056,6556,880,95,3691,943,0,1405,2842,7648,32,1980,7727,0,320,3692,1179,12728,0,5173,8911,2458,3360,7840,93,4894,0,1351,4920,24832,8298,2702,0,3819,32387,269,37208,3901,519654,0,7384,76,0,0,0,2705,33269,1342,16586,948
179,13894,1640,2579,19259,6103,10375,0,2328,5012,1405,1533,10280,7707,35,0,11582,23939,1033,3947,2779,659,332,196,1638,6040,1907,1406,3879,745,119,2979,6391,14510,1658,6365,16374,7027,2998,6351,2405,3890,5760,20326,5165,10217,21091,383,0,2787,78524,3228,40831,9343,190450,0,8170,1216,0,0,302,6630,63425,1528,23088,1059
180,1835,418,184,5547,843,2189,97,372,483,389,305,5042,1858,122,0,1932,4807,136,1977,1176,144,0,166,916,1442,141,353,1148,169,95,1417,523,5351,276,2112,3000,2917,765,1497,2135,1226,2007,5142,2249,2126,6694,109,0,1593,34575,1656,11125,3437,48990,0,1663,173,0,0,0,2098,17063,190,1064,215
181,1860,846,0,9654,352,1722,0,155,311,444,378,1587,1118,0,0,2151,7209,118,904,1737,101,479,221,869,2530,210,261,1745,60,124,2181,1,5253,500,1801,1733,708,2029,2390,2017,1270,1249,3185,2960,1991,6877,0,0,1840,31498,1218,21573,2488,118572,0,2964,519,0,0,0,834,12573,558,5996,570
182,8204,310,0,28282,5980,15351,0,241,3571,1023,1407,12600,6974,0,0,12598,23818,1530,3725,5657,964,1765,995,7111,10265,2026,3870,7352,327,1436,4334,5125,20974,1786,14366,35354,7344,7032,4639,5030,8519,7516,17769,8128,52072,21391,1,0,6495,119593,1796,60246,7721,739281,0,11608,994,0,0,796,9143,33830,732,7340,1200
183,792,164,30,1340,251,391,0,18,108,31,43,465,284,0,0,284,1376,60,40,3187,551,751,269,2760,4916,85,873,5434,18,469,289,15,1552,88,343,217,160,351,437,250,100,106,829,525,744,3146,56,0,708,5378,174,1741,619,44336,0,546,57,0,0,6,365,1852,168,1087,109
184,5542,511,0,13,6,213,0,1,32,266,326,4162,498,0,0,394,292,446,150,2555,336,734,572,1958,2836,1,2726,1351,284,172,43,34,10841,608,330,442,375,1333,584,264,335,162,6,3375,10937,1382,0,0,919,12679,0,791,3759,123233,0,1104,234,0,0,0,262,1995,399,948,582
185,12394,5541,0,820,3499,1,0,1,281,2630,0,42545,3817,0,0,8664,6650,1999,8268,9943,1151,0,1644,9817,15388,0,9322,11629,202,2580,2,11,45549,3596,8081,7677,1804,19310,4558,3,7136,0,6733,10970,65169,22557,0,0,11628,69741,5999,103146,19815,1149271,0,20322,5375,0,0,0,14723,19376,853,13102,1584
186,30782,3410,1,37188,434,15582,0,1463,3988,2061,1417,28421,7060,3,0,8849,25443,1624,2566,5560,410,2,458,2371,8870,2107,1908,2210,1529,393,9141,3,34282,2714,9728,23552,9248,3405,4880,5962,6946,7538,16188,9757,13203,37993,361,0,7811,182474,5723,28336,23127,337349,0,11621,2308,0,0,0,9153,90852,5701,26865,1030
187,2199,239,196,3123,235,391,0,197,295,293,866,8390,1014,1,0,1360,5834,240,1116,1671,165,319,93,773,1768,175,194,1119,178,116,2796,2,5374,288,2043,914,2222,615,999,725,861,719,1709,1505,611,11275,266,0,1670,28777,1,6363,4143,4744,0,2427,532,0,0,170,1231,5873,742,1365,686
188,9824,2373,1,42074,3733,18070,0,3409,545,2538,140,19321,10458,705,0,15510,39100,961,12797,4456,1508,0,894,4254,6009,167,3525,11097,729,1511,10884,965,31357,459,14158,15109,7204,7546,5271,7452,7347,9950,9076,21404,30457,37805,0,0,8044,157467,2721,39333,18962,855288,0,24367,1442,0,191,437,7702,45290,4938,15777,1673
189,14,0,0,0,2,0,2,0,2,2,1,0,1,21,0,0,1,2097,0,25788,2338,3958,1746,14162,35128,3844,7363,19633,2928,1064,1,1,15,0,0,0,0,5,2,0,1,0,0,0,4,0,0,0,1,2,2,0,0,22189,0,0,0,0,0,0,0,0,2,0,552
190,25340,629,0,35668,2583,16803,5,2542,4378,2769,996,10378,23702,0,0,11413,40722,2021,8615,5364,1293,1758,1499,5321,6423,55,3248,6401,1554,1048,5582,946,29976,3307,7148,19595,6479,7040,4866,6443,6878,8803,13806,29323,111003,39623,1771,0,14812,169540,8569,74181,16459,1017878,0,14888,990,1,0,0,3800,40297,5608,29544,3219
191,23319,1757,2205,40371,697,10458,0,1359,5055,2305,2205,9742,9162,0,0,5089,37323,1850,6662,2338,323,0,318,2074,3030,235,1338,2217,236,154,7400,23,33410,2783,9201,11876,6328,2513,5410,5444,6625,9253,37361,5048,13645,51005,298,0,16597,136765,5309,0,7102,179710,0,5208,1598,0,0,780,4818,197386,8928,32081,2259
192,2,365,367,0,103,0,0,0,10,6,0,0,0,540,0,151,0,88,0,2737,552,248,807,2313,5591,1699,1456,4698,879,364,1,1,0,26,0,0,451,1,6,274,42,27,0,0,164,0,0,0,0,0,9,0,0,35767,0,6,1,0,104,0,0,256,1,3,1
193,79719,1008,0,13106,3979,7030,2,362,3796,2367,6121,19817,4825,0,0,16437,6979,5429,56,15108,1352,546,1112,4769,10296,2093,3053,8710,1047,1783,3233,1,73889,3975,3671,18430,10074,8670,15747,1041,6337,3690,17083,8256,51716,13875,1323,0,27132,56128,1334,67522,24234,841984,0,13162,7137,0,0,534,11792,36366,5506,32119,3021
194,21303,5220,10,27454,4111,2055,0,3622,5462,4269,5747,16850,16957,0,0,8692,19342,1721,36258,12677,392,0,1229,7230,22396,0,437,5372,691,606,14430,54141,50952,3747,6400,10613,9065,7804,15831,4060,11677,12312,37075,4162,77144,69630,0,0,6280,93894,2632,111766,25205,195830,0,22678,2884,0,0,0,6868,44487,8732,31201,5212
195,6869,1571,0,16393,2279,6298,0,304,561,668,451,7845,2826,0,0,3934,16295,761,2151,1471,100,0,93,700,1890,2,31,1468,56,105,2822,6,14011,1018,3294,7173,4882,811,2815,3159,2727,4216,10198,2555,3594,15195,408,0,3955,57609,1252,23929,9099,129313,0,5523,922,1,0,0,2820,40800,646,7632,794
196,15866,1126,328,27663,2166,5049,5,422,2739,286,1401,9080,4715,116,2,6860,13670,797,5007,2918,373,950,428,1930,3939,576,389,2576,276,108,6592,4730,13675,1205,8575,7091,7545,1533,3129,2759,3079,5287,19346,4582,13409,22121,258,0,4084,71433,3819,45269,6787,220732,0,7362,246,0,0,113,5382,42724,4958,26587,1342
197,13,2,0,0,1,0,1,0,2,1,0,0,1,489,0,1,0,4484,0,36310,2189,5340,4717,28165,870,0,6577,12665,389,5408,4,9,0,5202,0,0,0,0,2,1,3,1,0,0,20,0,0,5,0,0,1,0,0,28235,0,0,2,0,0,0,0,2,1,0,1
198,3,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,10724,4340,0,453,26199,25553,114,9137,34074,0,0,8,3,589,0,0,0,0,0,1,5,5,1,0,0,4,30780,0,1,3237,0,4,0,0,25316,0,0,0,0,0,0,0,0,1,0,0
199,36688,8639,0,13237,2,5796,0,1,10229,1,575,22764,11878,0,0,6980,342,7055,7230,7938,2695,1,1665,19188,16808,93,4262,4957,969,3082,214,1,88216,0,665,43534,21322,7007,21870,7891,11224,8363,2817,13680,60705,38378,1,0,16621,146725,5914,38801,42522,1788550,0,9041,347,0,0,0,14539,73823,7926,11303,5486
