,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
134,0,3010,946,249,6309,265,1823,0,806,0,6201,2741,852,2030,0,10062,136,1020,0,2569,1132,964,557,1863,476,1121,1768,2322,1664,7225,418,2113,0,1485,0,1789,0,53,937,1508,119,1358,1978,139,4652,2135,4554,8462,0,2567,1208,0,0,0,810,27421,0,0,575,920,45,2636,1037,90244,921,2164,3123,2489,243,5308,0,0,0,1455,20259,7,1319,4535
135,0,10236,2118,0,12392,3922,3746,0,2515,0,5746,5595,7650,2432,0,18296,74,1885,642,3283,1145,4081,4720,8719,2438,4998,3931,2161,4777,11910,1316,5264,0,9786,19,6401,0,0,5276,2799,0,5094,2817,0,10882,8040,24604,30504,0,5295,5395,0,0,0,2959,59349,1218,0,1696,2323,13910,23564,3235,525882,1926,4504,819,16036,3688,1588,0,0,1,4876,23469,379,2802,28645
136,0,3182,316,11,6810,3234,1946,3,1586,0,7734,3497,2915,1099,0,9457,276,1999,146,2251,4933,2013,1335,2965,375,1705,1931,824,1759,10667,183,3175,0,763,0,3360,0,136,1682,1173,368,2092,2030,420,4394,6077,11087,15964,0,3470,2704,303,0,0,2268,23357,0,112,1134,762,8316,4199,1165,64046,813,1646,1111,6083,1290,811,0,57,438,1479,13474,162,4315,14788
137,0,3567,666,732,7868,2987,2416,30,691,0,6816,2312,2810,1737,233,7115,298,1614,108,1083,2841,2084,710,1688,974,2063,3482,2344,1347,6019,443,3276,0,4054,0,2598,0,0,1515,1230,199,1983,2186,6,3000,2474,3793,7820,0,1529,1852,14,0,0,1053,24062,168,3,284,697,33409,6406,1252,111500,2351,1362,2461,2699,1782,1691,20,0,495,1169,13231,218,1768,11450
138,0,981,134,0,5323,1197,767,0,532,0,1038,672,892,988,0,4459,0,1123,43,950,1838,757,643,1557,519,932,893,369,609,4571,398,1838,0,253,0,1306,0,10,1392,1569,282,1313,1272,0,3146,2519,2397,6215,0,911,472,0,0,0,1354,15402,0,0,296,441,2158,1563,906,7412,725,98,183,1402,273,183,0,0,0,463,5666,0,1270,1540
139,0,4647,734,140,5010,2435,2823,0,954,0,4874,1657,330,1877,0,6365,1,1309,100,1957,1141,1060,801,2124,241,918,999,3321,1574,7527,797,3126,0,2111,0,1833,0,258,1326,939,307,1399,1453,0,3902,2153,8181,7205,0,2834,755,150,0,0,757,28609,0,0,264,1163,1803,1951,1649,123037,1571,1141,971,3991,1579,1497,379,58,0,1507,15171,53,784,4369
140,118,4754,34,0,8836,6882,3021,0,750,0,8662,2892,2787,2360,7,9571,0,3154,35,1446,1864,1210,692,2556,1101,2313,1573,2775,1601,4797,307,1164,0,3559,0,1000,0,465,1638,848,93,1765,1363,116,3304,3531,19767,13652,0,1391,988,300,0,0,1088,31591,8,0,325,721,18746,6853,2393,138462,1797,1908,0,4554,1550,4582,118,0,115,3295,16788,17,566,4875
141,0,1787,499,312,9699,1312,1364,0,549,0,4282,2053,2618,2886,1062,15990,332,1103,420,2261,3489,2211,838,3906,928,1567,4738,4806,1992,11433,364,2953,0,2075,0,5870,0,0,6429,1279,0,2147,1966,241,7893,5052,3220,16672,0,3456,4515,223,30,0,2441,64447,0,104,1336,2064,895,3280,3112,79840,2640,2598,3433,2135,3772,4361,2,505,231,2897,30681,195,4455,8189
142,0,13057,1598,1,16972,3285,6169,0,713,0,8380,5658,4295,5401,0,18919,0,3759,111,2881,252,1960,990,6344,908,3114,1396,7491,972,10581,1137,4261,0,1390,0,3020,0,558,3786,3591,106,3889,4734,520,7764,5695,11173,16785,77,4198,4187,952,0,0,3795,86500,1,955,1953,3038,3702,9895,1217,510076,3234,3020,2582,4080,1870,1540,0,0,0,3226,47265,277,3522,13962
143,0,8616,1524,0,22840,5041,2831,0,1611,0,8231,2887,6883,4703,452,26703,1115,2319,507,2016,2893,3055,1376,2113,1270,2428,3585,7429,1648,13643,498,6770,0,5115,0,5434,0,0,3143,4768,656,4229,6733,0,8621,6767,7218,24003,0,5028,3739,0,0,0,3335,79096,0,1,1069,365,30369,11451,4085,157084,2177,3434,1616,11095,4307,5079,0,0,33,4905,30774,252,2583,22371
144,0,4015,4203,166,10056,740,5164,0,1737,0,8356,4005,3194,4109,0,13378,0,2660,175,3279,4404,1954,1313,5415,693,2180,6776,2999,1575,7284,1702,4473,0,4307,0,6044,0,96,5335,2026,0,2371,4609,289,3918,9975,29394,14720,0,3293,2266,0,0,0,1459,56201,0,0,612,1935,42592,7394,4552,149216,3598,3761,0,10034,6504,5140,0,0,1,2580,24181,389,1218,8695
145,0,1873,374,0,5186,2739,2889,0,534,0,910,2220,1618,1724,0,7486,0,1451,86,1569,776,1538,894,2167,509,1281,559,3244,819,5714,33,2005,0,2378,40,1592,0,152,1484,853,84,1196,623,136,1766,1560,7673,7518,0,2491,636,382,0,0,292,20482,36,1,576,1048,5874,2770,630,94700,1218,1917,1685,3789,420,2633,0,0,0,263,12958,125,934,2041
146,0,8661,2850,0,23447,392,7991,0,2215,0,10534,4218,2321,5153,226,19494,0,3279,676,2986,587,2739,914,2347,488,2880,4318,12495,1398,10360,1831,7606,0,9677,0,10216,0,0,2185,2614,0,3198,1170,0,12131,5390,13163,18044,0,3409,4660,5,0,0,2544,102133,0,0,2058,1729,20110,13868,2755,281363,5727,6605,0,6110,1748,3760,0,0,0,4154,40164,14,1365,27906
147,0,38,0,0,0,425,0,0,124,0,0,0,687,0,0,0,14,78,66,0,0,978,654,1101,199,855,1247,0,0,154,560,1,116,0,0,0,0,1,232,954,0,78,0,81,0,0,153,0,1,0,0,0,159,0,0,0,0,0,0,0,1,0,0,32621,0,0,0,0,0,0,0,0,102,0,0,1,241,0
148,0,4158,432,2,6658,3844,2342,0,988,0,3739,1885,1982,1309,0,7943,6,1391,57,661,1613,1237,674,1937,676,868,824,2528,1454,6021,546,1824,14,4106,0,1621,0,2,1234,1100,128,909,1451,0,3070,3340,5527,8644,5,1112,1043,0,0,0,1072,25986,0,59,130,990,44168,4197,1747,111255,506,1432,0,3246,909,478,11,1,0,1925,7538,14,1697,7010
149,0,4921,674,0,9014,3282,2821,0,510,0,4989,1953,2113,1880,184,9051,37,1279,322,979,946,1416,687,2812,478,1167,1727,2619,662,5189,295,3270,0,4192,0,1634,0,0,1314,774,50,1632,1769,239,3276,3509,12636,9075,0,2874,1890,0,0,0,1308,28288,2,292,594,1061,18206,4970,445,108883,1000,2317,304,2093,1061,1373,0,1,1,1361,9947,0,186,4164
150,35,1060,484,97,4355,1024,705,0,573,0,4791,989,566,777,0,7901,0,1410,92,1813,557,869,523,965,231,664,2201,799,1749,6850,526,2057,0,794,0,1712,0,311,1354,1750,313,1601,1126,332,1941,1330,4075,7868,34,1925,1790,130,0,0,1640,27119,137,46,720,367,3051,4218,714,13885,857,358,859,2484,927,932,0,32,0,1159,14406,2,857,1827
151,0,5321,831,6,14550,2774,2931,0,2348,0,10619,1952,2916,3308,0,14972,152,1400,267,4607,2655,2186,1539,2798,1018,1615,2519,2166,2147,17472,451,4940,0,3252,6,5475,0,0,4212,2534,0,3585,4224,1,4567,6079,4099,16607,434,4101,2765,1375,0,0,1317,38799,0,937,1396,1797,7147,5220,2239,180079,2865,2570,1312,5501,2834,5924,243,0,16,1857,26217,346,1988,7528
152,0,1112,75,0,0,9,2,0,174,0,0,1,0,0,0,0,0,0,14,0,7,573,391,588,86,567,1566,1,0,382,160,0,0,1,0,2,0,0,367,360,0,286,1,0,0,0,354,21,0,0,0,0,0,0,0,2,0,117,1,13,0,0,0,5684,12,0,1,0,1,0,1,0,0,0,25,0,35,0
153,0,3455,786,0,7057,1332,1419,0,900,0,3639,2299,2082,2104,0,8781,569,1839,167,1875,1958,1434,930,2416,591,1207,1851,1410,758,7958,696,3164,0,4356,0,1735,0,301,1303,1337,203,955,1584,0,2515,3126,5201,7406,155,2657,1182,0,159,0,1044,24840,3,336,632,866,5603,2398,2772,103352,1705,1669,767,3066,1729,2388,25,0,273,2138,13010,206,1497,5105
154,111,10546,2283,0,22606,2872,9692,0,4266,0,4986,4672,6969,6369,138,29375,225,1916,305,1557,187,3255,785,4268,594,2878,4444,8513,3576,10641,2231,5627,0,3958,0,3427,0,75,2378,1914,520,2917,6090,476,16161,7862,10477,21196,0,5627,3494,600,0,0,5603,98683,79,390,638,3784,20878,9184,492,778775,4032,6193,1191,9121,1911,1077,0,0,0,7422,39396,710,7039,37498
155,0,4496,372,93,7629,3916,2266,0,1590,0,4329,2630,2058,2011,1,8344,0,1877,210,1122,1434,873,874,1760,406,1514,1088,3710,1239,4513,839,1517,0,1599,0,1820,0,47,1692,1538,0,1077,1580,0,4172,3889,10983,8582,0,1591,1649,481,0,0,1153,33103,38,503,368,1007,23402,3353,1695,114249,2314,2425,0,2945,1150,2012,0,50,0,1263,9480,265,1246,4993
156,0,5396,737,0,10110,2329,1716,0,698,0,7172,3680,2147,1751,0,11098,129,2013,159,962,1156,927,430,1487,317,754,1476,1567,1347,7134,617,2628,0,2735,0,1784,0,167,1866,785,78,1051,1766,216,4757,3961,5251,8971,0,1437,1681,171,0,0,1295,26767,513,0,886,1586,20782,4337,596,123294,684,1873,172,4418,868,734,0,4,4,2466,13672,172,1959,10131
157,0,160,0,0,0,0,0,0,65,0,0,1,0,0,0,69,0,23,0,0,0,546,333,917,79,609,1079,0,0,209,45,0,0,0,0,0,0,0,70,109,0,1,1,0,0,0,331,0,0,0,0,0,0,0,0,1,0,34,0,20,0,0,0,7831,0,0,18,0,5,0,0,0,1,0,0,0,63,0
158,0,2094,475,0,3629,258,1039,0,246,0,996,2078,929,830,0,6328,0,654,34,810,3215,799,465,1346,370,658,1197,844,779,3907,304,2659,0,341,0,1545,0,0,953,943,53,460,1419,49,3555,2689,4708,8746,0,1099,737,120,0,0,851,15602,49,46,317,670,2194,1840,728,31646,1312,572,0,2409,1142,737,0,0,0,714,4351,109,815,3866
159,0,7343,3275,351,17982,386,7814,0,1243,0,8142,8320,5111,11543,0,28493,0,3696,139,2023,132,951,836,2394,1035,1349,5012,3846,3342,8394,1631,3005,0,6847,0,3185,0,1,5783,4000,4,5079,2363,0,7571,13279,26570,20641,317,10566,4970,0,0,0,3968,101248,14,343,372,3993,12240,9938,1740,493884,3846,4572,2,7407,1083,6638,14,0,118,6090,22684,268,1189,24427
160,0,439,33,0,3451,976,1574,0,234,12,3277,2047,1566,721,0,4895,0,894,67,571,2434,1030,914,972,395,1009,2158,1195,695,3120,119,1680,0,949,0,1364,0,96,1309,494,85,546,437,17,2154,2697,10190,5941,0,1429,1248,856,0,4,1262,18257,103,0,286,779,11793,4890,1681,61683,1509,772,19,1841,890,483,0,0,153,1227,3546,203,190,3246
161,53,776,117,26,2458,313,429,0,271,0,843,320,338,390,0,2448,0,263,21,530,205,263,143,782,66,344,644,225,446,1804,106,756,0,285,0,378,0,11,354,563,29,298,509,0,1094,1369,304,2542,0,353,337,0,0,0,276,7204,0,40,129,151,1289,911,241,23509,493,368,223,674,353,843,0,0,0,515,3569,28,172,888
162,0,2318,292,333,5231,2377,1077,0,896,40,3062,1975,1588,913,341,8274,586,1018,198,1930,2851,672,877,903,291,680,1786,1609,1052,3699,418,1391,0,449,0,1447,0,75,1493,1288,191,1334,1979,63,3152,3751,13378,7680,0,968,2360,271,77,78,1086,23129,86,69,619,1353,8904,2532,1152,47967,700,1977,0,2954,554,642,19,22,18,1554,7401,133,927,4093
163,0,6511,6096,0,21209,1506,5525,17,1943,0,11049,8727,7196,7487,398,20130,433,2093,280,2455,4972,2108,1040,3778,1734,2065,3717,3611,3941,13886,2812,3568,0,3515,0,4674,0,43,5096,4593,881,3174,6722,0,9208,16028,18495,17734,0,5721,3027,57,223,0,2746,72755,436,443,1517,4092,81471,9808,2446,241564,2953,3576,0,9702,3971,4679,212,31,136,5520,19339,393,2718,26785
164,0,6148,598,0,13388,1079,5482,0,1601,0,2583,3787,2504,4223,191,17221,1,881,123,1915,76,975,1038,4809,1361,2464,2617,6538,1129,7464,944,3125,0,8181,4,4536,2,0,1101,1252,290,1856,4367,368,8945,3626,10074,8612,0,4622,1782,1,0,0,2126,75578,1,1,2032,3006,14413,5550,985,590888,1594,2325,176,5432,1707,1677,153,0,0,2692,25169,193,1414,13939
165,0,16668,1547,21,24412,1371,6787,0,2150,0,17145,4137,5945,7688,0,12903,321,5295,24,2909,957,4637,2338,6601,1438,2969,2164,12586,3816,26369,1696,7409,0,14963,0,5368,0,406,1523,5193,185,5136,5083,293,12139,10293,23820,26339,1,12105,5212,0,0,0,4609,108888,0,0,2194,2802,9316,8885,5527,487428,4792,5872,6073,8418,4895,6836,8,0,0,6305,46729,161,7729,31197
166,0,7308,954,0,9941,2980,2413,1,1438,0,8022,4449,2728,2974,0,14541,0,1853,440,2705,2833,2721,1531,4144,903,2689,4122,1049,2116,12235,1425,2848,0,3052,127,4842,0,237,4490,5846,184,3149,3193,213,4936,4080,2669,19343,0,4281,3110,516,0,0,4074,39542,331,0,424,2464,5090,5666,2997,182147,2174,1077,947,3683,3497,1831,0,0,0,1304,35381,212,1113,12340
167,16,10884,914,484,9095,13890,5704,1,923,0,8281,6357,8546,6109,161,17125,1036,4291,744,2562,1361,2344,1546,4044,1415,2593,2983,4291,1930,9316,1767,4253,0,3732,0,3677,0,0,4175,2144,865,3091,2418,0,8189,6377,39000,22157,1,6303,1824,552,0,291,2230,69082,164,708,466,2484,85939,12884,1893,399363,3423,5825,0,6007,2096,5156,139,0,432,2995,13332,319,2285,18780
168,0,3817,1368,11,9683,572,2553,1,674,0,4401,2289,2770,1783,2,13543,277,1481,121,1157,2049,1405,761,2451,311,979,1408,1967,1307,6519,224,1860,0,2741,0,1790,0,167,1765,834,200,1011,801,0,9612,1912,7969,12736,281,2083,3643,911,215,0,1438,31721,0,482,540,529,8184,5589,407,179972,183,2040,1193,4165,1020,973,132,0,0,1218,20377,238,1540,10683
169,0,5947,1173,0,10371,677,5949,0,1341,0,12119,4384,2234,2131,0,13837,224,1705,96,3429,1317,2723,1807,4606,890,2526,1477,2316,2158,11593,1054,4498,0,5493,0,4382,1,404,3720,1852,548,1901,5329,194,7203,2583,11616,10075,3,3632,3127,0,0,0,1259,48485,1,0,1811,1766,514,4505,1240,291801,2842,3052,3776,4695,2890,2804,1,1,1,3218,30980,31,1276,6109
170,72,3909,855,509,6853,2612,5684,0,948,0,4445,6790,2427,2464,0,12401,78,2671,360,1877,1195,2127,1481,2968,397,1833,3381,1323,1395,8862,2094,1788,0,3690,0,1905,0,0,4165,2298,0,1514,2620,3,5325,6755,10733,8795,1,2406,2792,407,174,0,769,41764,10,0,527,2798,34846,8816,1656,118481,390,1822,0,7625,3687,2266,7,161,0,3910,13065,89,1158,12265
171,0,25732,1783,0,17983,9318,2541,0,2967,0,5770,6069,8123,798,1,17624,0,3906,364,5698,1183,4102,1804,5176,2497,5834,6907,346,2493,16841,661,9126,0,7091,0,3788,0,1,4006,3643,0,2123,2917,0,11138,3893,38302,29458,784,3284,3710,0,0,0,4029,32798,52,561,8,1353,49204,23536,2676,701254,1492,3533,1,11770,1264,1649,0,0,0,3532,22867,590,1021,10779
172,0,13082,589,230,12812,607,4951,0,2209,0,5755,1707,2761,3636,385,12043,491,2291,13,2607,1568,1651,778,2706,171,1434,2908,4123,2095,12539,1313,4652,0,8139,0,2481,0,0,2049,2097,314,2432,1565,52,8184,3922,11607,12164,0,2638,2720,3,0,0,2473,54634,2,168,661,960,2237,6444,4261,237315,1679,1718,817,5092,1037,2268,92,0,38,5616,33468,379,5292,14653
173,0,6319,1939,0,13674,12,4095,0,1049,0,1485,4793,1324,7472,1,26004,0,1285,27,919,167,1084,179,1337,263,121,1812,3828,625,2905,510,1396,0,1013,0,908,0,0,1998,2104,16,1648,4795,98,5635,7466,8245,8793,0,10655,3519,435,0,0,1543,66453,353,0,698,2053,2454,3592,597,697682,790,2357,759,4650,1018,2302,9,0,0,4909,16509,139,891,10909
174,0,5698,631,0,9238,1524,2761,0,1840,0,5963,3328,2929,1861,0,15851,210,1476,200,1028,3126,2125,1704,5159,521,1608,1560,4374,1977,7042,889,3132,0,4504,0,3341,0,5,6970,1803,0,2803,3703,0,5085,5818,5992,13828,0,3143,2965,0,0,0,2231,46749,0,0,1060,1159,26200,2717,1545,101114,2966,417,0,6470,2863,1520,0,0,0,2468,15849,53,900,10935
175,0,5303,4220,0,12591,198,6255,0,939,0,5174,5484,4502,5713,0,17105,0,5056,0,1466,1417,1585,1076,3361,115,1252,1874,2271,1086,6672,1695,2577,0,8453,0,1600,0,0,2556,1252,0,1549,3121,0,6576,6483,26096,11585,0,2947,3690,0,0,0,1696,56172,388,573,710,1251,53547,6523,1885,217416,2021,4696,164,5746,641,2057,0,0,2,3838,15710,0,1152,6473
176,0,6181,386,0,7458,2206,2356,0,460,0,3014,1720,1847,1898,2,7694,220,1741,130,1553,929,1837,834,2124,199,1863,1082,2913,1231,5049,390,2803,0,904,0,1641,0,0,712,1071,189,1376,1257,156,2728,3491,11209,5513,0,1116,2130,228,0,0,1446,33064,0,0,564,1382,6007,4746,2145,126069,902,1576,64,2398,1194,1502,0,0,44,1811,7872,90,2433,10892
177,0,11780,4071,0,23015,2334,14890,0,2172,0,7053,7921,6198,6239,1,21706,0,1877,72,1759,296,6373,1037,5151,2535,4275,5001,5441,3449,10070,2299,9539,0,12272,0,1655,0,0,3769,2285,615,2592,4725,0,20492,5539,12859,14520,0,3807,3524,20,0,0,2544,73387,684,0,942,3417,21054,10651,905,349977,2763,4289,0,11045,2915,2422,0,0,0,5408,51916,299,2195,30468
178,0,1854,218,0,3494,1459,1136,0,277,0,1161,783,441,709,0,3504,85,550,26,403,659,971,341,1280,225,812,669,1084,438,3328,276,1579,0,968,0,417,0,2,845,567,185,446,797,0,1600,1944,401,3439,0,937,261,328,0,0,297,15264,0,3,145,296,3935,1895,348,23895,440,550,690,1982,384,589,10,0,0,545,7225,115,333,4147
179,0,15601,341,451,32607,1909,8102,0,1156,0,11462,8329,4893,8319,3,22696,0,2129,147,2306,1280,2264,528,1598,656,2138,2362,12114,1992,9546,1285,5054,0,10773,0,2401,0,163,2116,4400,452,3016,9045,0,6176,4727,2778,15681,1,8423,3265,0,0,0,2547,133068,0,817,1156,4710,7182,13225,333,445163,1793,1808,3108,6696,3480,7803,0,209,785,2494,47654,0,2762,19149
180,0,3508,495,114,5634,929,2453,0,133,0,2699,1411,2056,2329,1,7826,328,1074,103,1836,2822,1307,846,2058,172,1416,1375,1257,1434,9673,388,2309,0,2952,0,1689,0,33,1265,1330,57,745,1754,0,4343,3355,2152,6359,131,1475,1403,258,115,0,1294,23002,140,0,249,1214,4261,3151,829,65797,585,657,0,2074,734,2775,172,0,0,2502,9936,0,1415,5882
181,0,1420,218,0,2527,909,1213,0,454,0,2286,2320,1044,1149,0,6905,0,748,28,751,2916,697,460,895,76,378,539,1017,1006,3937,384,1742,0,58,0,1531,0,0,604,905,103,1168,1580,111,2596,4048,3678,5366,0,1389,1095,107,0,0,709,21559,44,67,754,457,1547,1332,925,25218,697,1215,85,1795,907,1049,0,0,0,1494,7301,0,247,1436
182,0,16236,4048,224,25292,5515,9436,0,1218,0,9367,5218,7033,9162,378,30856,10,5346,273,2451,572,3408,956,3135,680,1896,5512,10725,2805,11616,3231,6646,0,9511,0,5862,0,0,3926,3576,0,2192,5817,0,14444,9916,25918,29322,0,5677,4231,62,0,0,5578,127102,4,148,1599,2579,42071,11390,1244,248992,4254,6233,487,8722,2350,5248,398,0,69,7519,34428,244,6078,41834
183,0,5000,601,151,6716,318,2865,0,1185,0,5947,1864,1321,1955,137,10900,134,1084,122,2183,1790,1357,721,905,42,995,1910,2366,923,5983,678,1662,0,3160,91,3003,0,70,1150,1561,215,1029,2041,82,4073,1948,6033,13828,0,2937,2676,211,0,142,2026,31311,285,224,812,1273,1814,2369,2906,105981,1022,1734,1044,2943,864,2711,142,0,1,914,13281,258,1208,3293
184,0,6453,1165,0,12554,4955,3379,0,1218,0,5481,2937,1897,2793,0,14892,1,2643,96,1548,3017,2927,1673,3657,1009,2581,4428,8151,2334,5933,503,6264,0,4984,0,2152,0,0,2699,2726,108,1737,3792,0,5494,7214,3012,11992,0,1774,1832,1,0,0,2432,51138,0,2,330,595,23581,2324,2354,81559,2267,1062,415,8457,2398,6139,0,0,0,2911,20095,0,2632,9758
185,287,3261,323,1422,4597,2686,1150,50,165,43,2197,2391,1964,1173,618,5657,465,1221,340,983,977,450,490,1031,343,507,1192,1794,760,3086,564,1449,0,718,0,1874,72,277,1137,882,92,1323,1102,54,2446,3168,5546,5143,147,1137,816,649,361,0,1497,21859,149,184,122,703,6718,2420,471,69766,988,951,134,1760,1063,1518,968,24,204,1058,6980,168,1894,6513
186,0,18491,3489,0,14188,0,5312,0,1846,31,2878,10596,4703,14741,0,46914,0,2353,367,2004,363,1530,447,2097,270,1139,2417,5109,1874,7030,2465,3769,0,949,0,1569,0,196,3923,2095,0,2010,3909,0,19270,22910,17366,18235,0,16636,11511,0,0,0,3670,158409,256,195,716,3310,8030,6808,1054,348536,3045,6649,2,8736,1863,2251,55,0,0,7109,18583,536,3421,17628
187,0,9073,968,2,10962,1247,3166,0,1123,0,7054,3211,2472,2514,0,11054,0,3131,7,3368,2630,2307,1460,3680,1519,2707,3819,7770,2740,9952,743,5082,0,8892,0,3575,0,66,1181,1492,85,2120,3706,59,9858,2564,2608,15692,1,4111,1314,186,0,0,2062,41822,374,0,1139,733,10037,6681,2952,88346,2450,2624,9,3091,896,6110,0,1,0,2262,23165,401,699,4492
188,109,2195,348,251,2610,570,1573,0,142,0,2341,485,635,440,66,3520,98,577,126,639,1031,726,408,673,60,463,739,1209,330,2121,470,1134,0,369,82,752,0,263,436,301,44,400,1167,0,1143,1305,2742,3984,71,802,640,357,0,81,699,12070,0,153,272,693,1605,1051,541,40039,326,784,0,1931,973,464,20,0,142,166,3775,58,625,3571
189,0,15936,1451,230,17892,17542,9890,0,1383,0,8893,1074,3882,8661,951,31001,135,2143,476,2764,575,5218,1225,6355,1347,4883,3824,8125,2284,11139,2039,3909,0,1873,112,3654,0,2,2615,1103,1216,2975,4110,478,8192,3542,16740,21682,0,7765,6000,0,0,457,3037,85506,108,0,400,3240,33256,12800,1701,302734,2832,4067,0,11962,1347,9487,21,1,588,4432,23507,481,5146,41664
190,0,5456,1810,863,13379,2059,5481,86,2041,1,7548,3638,3410,2417,326,15834,476,1218,392,3699,3423,2365,982,3138,439,1897,4489,4070,2954,20749,1109,5953,0,8056,0,5817,287,513,5355,3513,177,1153,4366,0,8787,3343,4076,21690,275,5519,2947,18,440,52,3389,54798,0,939,841,1492,3679,7455,3946,201490,3949,1860,3989,6880,1872,2617,68,8,14,1125,40629,325,4538,10413
191,0,2529,416,0,4702,634,1242,0,582,0,5311,1535,975,671,0,5636,0,852,47,1238,2861,881,526,1139,288,806,2101,734,781,4227,303,1693,0,664,0,1394,1,61,1229,1004,0,675,1407,43,3497,2968,3692,11266,0,1074,1094,9,0,0,1114,21698,80,237,480,557,0,2505,1151,33915,933,747,1003,2274,240,735,0,70,0,694,7759,78,803,4199
192,0,7632,2278,123,16586,727,5439,0,3746,0,4979,2610,2425,2622,0,14787,0,2934,357,2622,3420,2814,1127,2794,1216,2416,4038,2287,2238,9279,794,4251,0,6851,0,4507,0,209,3989,3514,2,2330,2933,167,7488,4888,3598,19434,0,6070,2014,3,0,0,2011,45937,70,467,262,1068,15269,11322,3408,116407,2114,3444,3145,5135,2049,5905,0,0,0,1370,33075,417,3388,16845
193,3,6,1,4158,0,19027,0,2243,3051,0,0,2500,3097,0,9630,1,15389,0,8905,0,0,35211,13405,21884,7985,14240,1307,0,0,27,1444,0,2071,4064,0,8,5261,3,1177,1,0,2594,0,1181,0,0,30,0,0,0,0,8353,0,0,0,2,1,1,104,3,0,0,1,182594,0,201,1,0,1,1,18963,6559,7876,0,4,2165,0,3309
194,0,9972,2135,0,15477,7891,3285,0,3108,0,6776,5302,6763,5325,0,23132,468,4385,446,4107,5668,2213,1182,3630,595,2026,3800,5672,2774,20688,2269,9806,0,2320,0,7083,0,242,9744,3812,1579,2702,7433,472,9108,10056,3066,23940,0,4468,1446,1342,0,0,3306,57311,0,266,1884,6117,30300,9454,2142,171862,2375,2391,1913,8297,2044,5564,24,180,0,4478,31674,0,6449,18859
195,0,5063,2556,2,4474,586,2192,0,756,0,4765,3159,3007,4853,66,13874,14,1774,215,2104,1643,1358,492,1162,445,695,907,2949,1153,5364,1591,1421,0,3203,0,1724,1,0,1099,1608,106,1313,1932,1,4308,7129,13574,8522,0,2552,2333,88,0,0,837,39771,223,1,374,1530,8186,2597,1419,97161,782,1892,555,2689,2060,2402,1,0,0,2100,10457,144,1133,7895
196,0,2659,594,485,13796,4178,3421,0,1184,0,2511,5672,2158,3994,0,14092,300,2087,6,3846,5651,3843,1220,6365,1068,2838,3256,8497,1787,7512,439,3780,0,3573,0,2246,0,488,5851,1870,686,2275,3715,0,8000,4189,2409,17410,0,2754,2513,78,0,0,1185,43863,9,15,1545,1025,30447,6404,2870,124469,2755,2389,447,5159,1888,5715,0,0,372,3566,28231,336,3813,21656
197,0,10355,2506,326,17105,8569,5671,0,1922,0,6927,8367,8911,7225,1,29613,0,4493,248,2645,5550,2055,917,1500,342,1947,4320,4012,3400,16675,1734,5878,0,2780,0,4453,0,378,6101,4788,464,4601,5811,61,11475,17882,15858,25229,0,7280,3280,124,0,0,2506,102159,340,335,2524,4051,29585,6537,2858,255910,4570,2962,3,9904,3109,6887,0,0,0,6067,24198,118,2825,14592
198,0,12430,2308,0,10092,912,4801,0,2235,9,4008,7820,6841,7954,76,32501,104,3415,105,2469,3100,1182,514,1181,307,1706,2511,3511,2133,9375,1913,2098,0,977,0,1522,0,5,3890,2798,0,1400,2346,269,11688,12041,33369,20522,0,6615,3885,0,0,0,1477,66040,413,0,472,3725,15444,5350,1388,329232,1460,1682,247,6846,1140,112,1,0,55,6489,16189,294,2946,9167
199,0,10359,2376,669,15299,2457,5094,0,1882,0,2133,3213,5534,3635,154,12959,3,2059,162,1073,648,3564,2018,7182,1290,4586,3491,8305,1772,11618,1378,7113,0,7657,0,691,0,77,4659,1210,4,1966,4169,2,5782,5759,35416,10522,1,4390,4115,2,2,0,2221,52884,401,85,1294,3012,14559,12059,3056,540830,2421,1574,6,7315,2823,2757,0,233,0,3330,21901,256,2571,27285
