,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
69,917,305,0,47,44,166,38,1945,345,62,350,121,46,0,1330,0,166,0,151,0,90,643,730,618,742,181,724,790,0,317,442,0,112,209,49,90,0,179,182,89,190,68,1602,360,204,91,670,986,0,0,1610,1,0,0,136,82,0,1179,109,0,60,114,23740,0,174,0,1,668,360,524,814,174,67,757,1,181,159,1,219
70,14262,6222,0,2249,6727,1503,1221,21756,1582,149,3796,1003,135,0,14595,6,3263,257,3995,102,76,15575,3671,1598,3593,1026,5036,5889,36,6196,2360,29786,2520,1636,1306,965,0,3663,3208,829,4096,3780,16087,3205,9738,949,6931,7151,0,1438,10191,13,4,0,4175,571,1,11822,1603,0,904,184,834680,3,6181,10,1728,20367,2862,1676,7406,4378,0,3674,1,4609,327,263,4326
71,348,68,1,60,0,166,122,3137,323,45,267,153,0,0,692,0,388,23,151,0,106,83,304,518,784,131,518,277,5,518,176,28,98,111,5,101,0,372,76,309,241,63,884,484,174,120,338,1045,0,99,696,0,0,1,53,73,1,1655,25,0,0,25,2573,0,293,0,0,377,113,298,355,81,0,309,0,349,1,1,234
72,217,82,1,608,0,105,408,2673,106,91,172,282,0,0,520,0,109,0,53,0,0,222,1040,813,1460,723,986,1153,1,97,228,0,164,190,0,0,211,482,76,35,218,335,718,525,0,108,340,637,0,0,1,0,0,0,490,151,0,937,0,0,0,3,2841,0,281,0,39,778,184,294,272,466,0,441,0,112,237,0,394
73,657,328,0,0,499,73,292,700,173,71,172,179,0,0,777,0,241,78,37,0,1,1134,380,361,999,126,649,378,0,53,367,1404,19,106,48,59,66,327,85,97,411,152,267,275,358,148,302,443,0,25,1679,3,0,0,415,77,2,1150,47,0,0,14,20166,0,140,0,0,565,135,439,316,186,0,299,1,468,174,2,20
74,5495,3344,0,1192,7632,1713,354,9591,918,0,230,755,75,0,3700,0,609,238,19307,0,4,14967,3069,426,7405,616,2532,1714,0,122,1872,9242,435,987,4,4479,0,570,287,425,1327,2139,5621,1787,10861,2740,3171,3624,0,648,6036,0,0,0,867,179,1,11272,1020,0,161,435,600309,0,5164,0,2763,13927,1723,1248,2158,1575,1,549,1,7484,2610,0,5529
75,841,472,54,50,595,345,0,2500,167,1,128,0,0,0,1466,0,402,0,174,0,126,1546,703,666,936,285,900,594,0,291,224,2001,72,201,145,289,0,409,439,35,686,496,623,167,758,59,276,508,0,193,1917,0,0,0,398,72,0,1284,55,0,9,41,23911,0,892,181,71,2602,522,314,688,440,0,265,0,1234,72,0,496
76,12792,7242,0,1046,5449,2849,1700,10514,3446,0,0,1524,88,0,4785,0,2226,369,3805,122,59,12373,1369,698,2489,576,1186,3603,99,2721,4543,16765,1263,889,0,2542,0,2497,1084,260,4353,2942,2119,1977,4432,711,7739,15932,0,652,8676,4,0,0,1939,592,1,6253,983,0,52,110,496927,130,5106,20,1362,14236,2635,2442,1784,1198,0,1555,0,8380,1290,0,3801
77,976,77,1,108,92,6,0,1077,296,153,5,20,0,0,188,2,218,0,283,0,39,0,627,867,1346,578,888,163,1,74,472,1,103,148,246,65,0,242,0,57,77,318,176,127,1,1,677,533,0,7,1071,0,0,0,166,0,2,92,18,3,1,142,3283,0,257,0,1,935,74,131,338,67,0,222,1,753,0,2,77
78,342,231,0,55,146,91,178,1191,156,0,0,318,18,0,526,0,233,0,55,0,427,1270,385,290,535,84,379,237,1,163,247,1278,245,136,0,112,1,451,120,43,281,88,371,175,80,0,579,1058,0,11,1096,0,9,0,127,32,1,475,18,0,51,16,11400,0,305,0,64,1021,371,215,394,89,0,241,0,792,88,0,59
79,373,224,1,131,644,35,53,1073,132,33,346,216,35,0,427,0,102,0,160,0,0,818,388,182,700,167,358,606,0,257,179,1152,46,121,114,75,1,220,140,0,144,57,587,184,599,65,201,527,0,51,1054,0,0,0,148,22,1,590,75,0,16,1,2743,0,234,0,196,427,160,203,212,24,0,360,0,881,156,0,223
80,187,102,0,142,0,197,157,1055,159,107,148,1,0,0,783,0,192,1,357,0,0,13,594,396,484,108,723,147,0,321,232,74,125,148,12,61,0,105,60,53,27,51,701,211,0,9,618,795,0,0,590,1,0,0,280,59,2,416,1,2,0,18,1379,0,290,10,11,151,171,261,196,78,0,371,1,125,191,0,168
81,255,135,1,36,0,137,42,916,75,149,166,45,0,0,706,1,232,0,48,0,17,119,567,313,607,128,437,116,1,173,232,57,124,136,100,12,0,293,119,22,240,114,576,44,127,0,456,371,1,18,1347,1,0,1,158,4,1,564,62,0,0,0,13674,30,215,0,0,237,74,230,197,226,0,267,0,230,103,0,257
82,1503,1297,0,216,2489,1150,419,3621,432,0,547,414,4,0,3055,0,717,75,1056,0,266,4905,583,516,1144,79,290,579,0,339,1315,6267,182,230,130,662,0,1153,637,226,879,1053,2986,662,2825,239,950,2509,0,187,3206,0,0,0,724,185,0,3291,274,1,40,61,62394,12,756,0,664,3984,1155,1008,1882,360,0,584,0,2132,385,0,1563
83,9038,4220,2,3996,4154,2834,2570,19091,6310,154,0,1817,52,0,14537,1,5455,368,3934,35,18,8619,1408,882,2900,427,2028,5999,381,4426,4527,2515,4010,3174,502,4427,1,5786,1666,723,6546,6074,7516,4383,447,345,15441,27780,0,2403,16551,1,0,0,4972,618,0,9298,3559,161,312,425,434072,35,18589,238,853,31113,5789,5335,2863,3053,11,3072,1,16318,1522,0,5297
84,2084,1711,0,1280,1169,617,449,6592,517,94,122,300,40,0,2931,206,1130,0,1985,0,150,3465,1012,649,1408,334,1116,629,16,890,1682,3422,493,678,402,64,0,1006,620,73,705,987,3230,248,4931,3,1314,1595,0,79,4254,0,0,0,893,147,17,2271,278,0,98,62,120885,0,879,234,1,3657,20,268,982,1664,1,1192,0,2518,141,0,1197
85,5176,1875,40,970,334,1870,1562,13160,2058,118,1406,743,80,0,9037,0,2116,532,1278,38,34,4039,2015,1726,4663,515,2539,2932,10,1847,3931,7211,1371,1669,423,841,0,2794,294,370,3783,2012,5530,1564,4192,253,5784,8546,0,673,10876,14,0,0,1930,355,3,8431,1320,0,259,72,727565,0,2033,105,67,6790,1755,1919,3478,2041,36,2531,0,1616,1042,11,4703
86,1399,740,0,386,1577,316,417,6608,1237,0,873,237,0,0,1421,0,899,14,1340,0,40,1767,1096,375,1675,706,1443,347,11,933,1593,1641,634,603,123,698,0,1870,485,74,850,1489,3164,1040,4706,644,1070,3915,0,118,5423,0,0,0,573,24,0,5411,128,0,0,109,97003,15,1087,0,505,4181,2263,998,2005,878,1,814,0,1184,139,0,1789
87,3946,1443,0,6,787,1095,419,6297,648,189,653,506,9,0,1989,0,647,0,1744,0,73,4367,893,496,1362,472,723,1240,0,1800,2635,1592,231,490,548,115,1,762,924,502,955,851,2971,1052,6543,8,2661,2159,0,640,5597,0,0,0,313,447,0,5157,250,3,68,9,216876,54,1526,111,956,4236,1646,735,796,872,8,761,0,1341,652,0,1890
88,6435,2489,0,2323,978,3591,667,11460,2428,1,712,1848,191,0,5041,0,2187,236,3961,348,1117,3890,2898,840,1963,549,1316,4247,660,2766,4071,3667,1877,1723,543,1232,0,2994,1358,534,3552,2894,7623,5805,3208,2111,3487,7665,0,740,5365,0,0,0,2290,660,0,6215,1354,0,0,486,282978,239,2132,1197,750,16517,2250,3626,2369,3976,101,3181,0,5383,1260,260,4083
89,3730,2796,0,19,2172,795,17,3110,708,0,106,750,0,0,504,0,690,5,220,0,242,2439,1050,980,3342,838,1360,638,0,547,1363,7615,784,294,215,134,0,813,976,122,704,808,3078,60,1326,67,1059,2030,0,0,3730,0,0,0,302,429,0,1921,25,0,0,0,98955,0,986,0,58,2422,1980,388,1214,1245,0,93,1,1295,426,0,452
90,2624,627,0,330,394,1520,447,3032,175,0,265,126,0,0,1898,1,918,2,752,0,10,1110,959,525,1192,352,1046,274,0,164,1019,2373,22,308,0,1027,0,341,0,3,236,250,2982,688,3826,0,849,1848,0,6,3515,0,0,0,457,113,2,3004,149,0,34,534,96711,0,1056,0,194,1325,821,278,1398,597,0,445,0,1418,6,0,690
91,3273,1043,0,425,2326,1075,571,5340,924,60,1071,888,42,0,3755,0,903,30,1495,0,7,3237,883,303,1502,319,477,845,4,742,2382,3500,258,442,835,508,0,1039,287,99,604,878,4160,1081,3293,324,1616,3804,0,337,6553,0,0,0,1343,184,0,3784,152,0,68,487,174280,65,979,0,711,3098,1654,845,1770,1427,0,770,2,1229,341,0,1559
92,9871,6372,0,413,4865,1137,1168,11173,1827,0,1182,1122,31,0,4761,118,761,364,5744,3,226,6060,3678,2685,4909,2355,3457,2192,0,3178,2462,9952,1050,817,1494,1426,0,736,782,855,1715,2915,8241,1757,6222,693,4919,9854,1,59,8369,0,1,0,5417,408,4,8323,2194,0,739,251,484910,310,2041,0,344,8453,3071,3579,416,2372,2,1344,0,3442,1584,0,4523
93,7507,4678,0,2,6670,1662,2483,5956,1191,0,905,1932,0,0,5028,45,1603,447,2059,160,1241,4914,2792,1927,3423,1735,1664,2197,648,2754,1180,6877,710,1006,422,1016,0,2870,1691,294,1797,1469,3031,1580,1183,212,9897,10793,0,266,8094,0,0,0,2337,426,0,7827,1217,0,0,44,66048,0,482,0,1264,11552,3874,2128,3294,908,246,1640,0,4797,2569,0,2782
94,2607,1918,0,3,2885,1375,1304,13284,160,0,423,859,1124,0,12343,0,1666,19,8845,0,3,2758,3349,2116,6081,1661,2873,817,0,3586,6966,3436,499,2505,0,3089,0,2177,1104,283,2664,4019,7190,2097,3880,447,4478,2580,0,0,3305,0,10,0,851,515,0,6103,2276,0,0,46,385417,258,1020,1,269,5454,2551,4137,5054,4812,0,946,4,8589,1357,0,23
95,13640,5110,0,8958,17944,9441,5511,24278,3502,0,3843,1771,0,0,11776,0,1952,2,15091,479,72,32796,6059,3468,9843,2258,4225,5429,0,3357,9596,27788,1330,1564,833,5424,0,5572,421,1042,7697,5587,30545,5310,18516,78,6379,12144,0,153,21136,0,0,0,5608,1,1,20592,2609,0,214,1197,1061130,184,6863,7,1477,20800,3233,2537,15070,9796,0,4517,2,9994,3604,0,10289
96,1454,903,1,178,5996,1021,3,2648,253,0,352,0,0,0,1637,0,162,127,1683,0,0,8265,826,1094,1466,839,1483,2775,0,307,1511,9156,199,296,198,200,0,1365,892,161,1796,535,1847,721,2331,42,212,1674,0,25,5075,0,0,0,3189,59,0,2042,458,0,0,597,93228,0,499,4,333,4301,827,627,1359,1097,0,728,0,851,1034,0,1438
97,1868,538,1,365,216,811,221,5038,366,107,761,285,0,0,1504,0,50,0,1193,0,138,2108,713,751,1487,363,800,324,225,1133,1067,4380,160,153,284,9,0,565,447,22,208,902,2259,720,1333,220,1177,1622,0,63,3358,0,0,0,827,73,2,1505,220,2,99,0,77044,120,735,175,121,2379,552,710,1049,1769,0,841,1,711,397,0,744
98,1422,382,0,90,0,838,1,3355,434,0,532,435,0,0,1969,0,403,57,0,47,0,1075,1376,743,1420,550,1278,805,0,401,807,230,222,713,348,148,0,591,115,36,875,374,2922,874,475,203,1488,1235,0,285,4076,0,0,0,374,244,0,4057,147,0,94,137,76650,0,599,0,259,5846,1002,374,649,451,0,250,0,959,191,0,340
99,3867,1774,736,487,1082,1730,828,11239,3270,144,283,398,0,37,3780,0,1688,258,2324,4,506,1,3657,1847,3096,1316,3047,3023,0,2697,1488,1211,3370,1943,768,1060,0,1041,1910,190,1949,1609,8113,1379,1807,1067,4583,7150,280,810,2179,3587,627,0,1275,332,2093,8222,654,1051,449,516,71784,1,2905,12,429,10040,1429,1819,3686,978,0,2279,2,4939,1413,0,1598
100,16010,890,18815,6229,2,2095,743,298,1501,12126,0,6028,7652,5070,0,21388,1,4045,1,6916,4419,583,8816,3651,7086,937,4741,4915,2792,2,0,310,21142,1168,5651,2333,1905,11,1173,2992,5765,5771,0,3240,275,4786,4,1,12846,8518,9865,27022,6621,6002,238,1528,90388,0,3153,42732,12249,1294,196795,3230,455,10726,4869,1362,36,1,6,2,3882,1490,29652,0,5621,13507,0
101,4,1,136,19578,0,0,0,329,1559,0,0,0,682,0,0,1,0,60,0,166,0,1,9701,5113,13684,2352,8313,1620,0,0,0,0,5240,941,813,1584,1732,0,0,0,0,431,0,2037,0,0,0,0,0,330,558,5640,2712,0,0,0,1806,0,1028,1,2442,465,220816,213,1066,207,0,0,0,0,7114,1907,0,214,0,0,0,0,0
102,8663,1409,14252,963,0,8717,1360,31,590,4855,0,5142,4552,7780,0,21172,0,3889,0,1358,68,0,1846,808,4213,915,1310,1613,5160,0,0,1,8841,1878,3643,6782,2863,1,599,1517,3298,3581,0,3045,364,3912,0,0,5170,5771,8920,15213,5659,3185,983,2487,67140,0,2640,11726,7289,483,643700,3928,2307,9229,1854,718,0,0,68,0,5322,1014,28291,0,729,12789,0
103,8054,111,6766,4451,0,1745,439,192,194,6638,0,1461,4406,1720,0,9955,0,2576,0,1753,1802,0,2895,534,5509,1233,3089,1562,248,0,0,0,7739,2092,2541,3325,1415,1,477,867,1910,1626,0,1456,206,784,0,1,3234,5281,10177,19269,2078,2539,0,1965,28459,0,910,7463,7015,609,169569,1795,1078,4079,1667,371,50,42,1,17,1645,518,14716,0,2676,9687,222
104,3610,334,10410,1402,0,3178,504,106,918,5476,0,3551,2275,3178,0,12108,0,682,0,2322,2882,0,3137,1896,4819,548,1718,3270,2396,0,0,1,8846,367,3544,2221,5223,3,975,2431,2433,1069,0,845,1,1730,0,0,3388,3089,3070,13219,2351,649,219,1033,43117,0,319,6737,4655,2109,94701,1912,2013,2691,5075,0,0,0,164,0,3158,428,19329,1,1454,7194,0
105,8216,0,16510,10318,0,13457,3890,613,768,17387,0,4567,5267,2270,0,14404,0,3779,0,3540,172,0,6397,1772,13996,1201,4006,5617,11964,0,0,0,8512,1127,8022,5742,1478,0,1545,2641,2293,2598,0,2003,0,2939,0,0,16421,7809,21977,19530,3054,3282,0,4137,81921,0,3016,24987,11062,2743,583821,3211,1,9589,9350,1681,915,0,0,0,8250,423,26508,0,3704,24729,0
106,2190,305,3486,581,0,720,951,58,119,3613,0,1584,1618,561,0,3528,0,552,0,814,308,11,391,290,771,407,512,895,405,0,0,0,2238,420,1014,1036,596,0,230,394,586,393,0,456,333,477,0,0,2290,1674,3041,3371,1451,1734,0,845,10120,0,261,8455,2153,494,70275,862,0,1915,490,181,153,0,0,35,1235,117,6949,0,1227,4801,68
107,13810,1309,22948,2138,0,7029,2326,317,851,14498,0,7775,4879,5499,0,28596,12,3550,0,4156,4866,1,1233,422,2433,660,1218,4203,5093,0,0,255,16709,1513,6750,4539,4777,84,1578,3628,8599,6140,0,4308,70,5225,0,0,11992,9873,6639,23309,7399,5713,522,2681,74379,0,2739,24707,8806,2982,235660,3510,1160,7514,9911,685,0,1,1,238,4311,1205,44123,0,4581,27832,0
108,3365,190,5561,8401,1,2431,598,0,135,2324,0,3171,1819,1510,0,7733,0,2389,0,717,802,1,994,1186,1951,437,953,1886,1973,0,0,3,1981,193,2125,5033,673,2,130,758,975,766,0,1244,155,1249,0,0,2973,2061,8268,6175,1419,1860,351,1751,18219,0,1121,23597,5533,1696,120607,749,0,4091,2048,0,187,0,1,0,2092,263,5435,0,226,2311,0
109,890,11,0,1,38,63,599,14,1323,0,758,13,0,0,0,0,1079,0,0,385,171,4,8960,2861,9795,1004,3630,1102,0,138,0,5,234,24,0,0,0,0,171,476,1062,2,0,540,0,66,0,0,0,0,5580,0,0,0,975,0,0,0,345,0,0,18,873663,6,15,0,0,0,11,0,945,701,1,413,0,9,236,32,0
110,6294,786,16427,593,0,4440,1783,110,276,9535,0,3398,3324,4211,0,15508,0,2397,0,1880,1501,0,3052,1442,3394,1245,2369,4196,3960,0,0,0,7852,1156,3729,3421,2058,562,1366,2150,3894,1512,0,913,1,3717,0,0,7096,5233,4738,18659,4071,2437,167,1469,49119,0,1392,40028,6522,1605,133478,4035,297,7946,3161,0,367,0,1,48,2603,587,30238,0,1988,19459,29
111,5918,276,14241,997,0,5665,1104,108,133,6825,0,3232,1947,3346,0,13647,0,2278,0,3837,4238,5,1875,1070,3847,776,2018,3416,2123,0,0,7,14398,522,5316,6131,2882,33,733,1710,3628,3244,0,4138,5,3224,0,0,4471,3433,2326,15594,5338,2900,399,1960,55376,0,459,139,4779,2651,144280,1517,3723,5455,6263,604,595,0,97,5,1762,692,38733,0,2516,11045,0
112,2017,73,2887,1307,0,1359,55,196,132,2295,0,901,1143,1669,0,4448,0,952,0,538,1315,1,764,572,1302,344,1114,974,1004,0,0,1,4727,512,1490,1603,1185,0,68,786,1025,403,0,661,0,1254,0,0,1360,2599,4125,5195,1545,987,0,488,18481,0,276,6597,1830,1004,78365,1086,0,1964,1015,1,18,0,67,0,740,405,5035,0,328,2260,0
113,4838,774,15299,351,0,6434,1498,0,172,4678,0,2601,1459,4760,0,20588,110,1724,0,1711,604,13,1060,603,2970,483,1804,2822,5517,0,0,82,8364,664,3518,6291,3633,1,734,3560,3164,2188,0,2227,759,3606,1,0,6154,6135,7713,17730,6523,3357,1,1873,71941,0,2640,6038,5523,600,484896,3356,3014,5895,3573,727,53,434,0,47,4096,567,49033,0,3984,22135,0
114,5259,202,16901,3,0,5710,1970,123,674,12398,0,9876,6117,10168,0,28110,0,3907,1,2321,4427,730,2443,1413,3235,864,1010,4473,5991,0,0,355,10499,678,4088,6812,4721,4,470,2587,1927,3612,0,3880,247,5782,0,0,8382,20000,7225,16096,7351,5046,237,2333,93221,0,3094,30648,9242,2857,215681,5269,0,8303,7363,503,0,0,1,2,5243,336,43006,0,4054,19391,0
115,30,0,0,6037,1,71,0,0,1092,0,0,0,3,0,0,0,0,0,3,1,7,0,13193,4987,27775,4958,18119,3184,0,0,2,0,3949,0,0,75,7,4,1,28,0,1,0,2,0,15,1,6,0,0,10,2985,0,0,0,0,0,0,0,1,23,0,220615,1,3,1,0,0,0,0,3,520,0,1,2,0,1526,0,0
116,5,0,1284,1690,0,0,2,0,980,0,0,1,89,0,0,218,0,249,0,0,0,1,16924,7048,27830,8629,14575,3,0,0,0,3,4429,619,0,10,0,2,1,693,0,0,0,1,0,1,0,0,1,0,15,15186,0,0,1,0,1,0,3,0,0,0,234216,0,0,149,0,0,0,0,0,4924,7,19,1,0,1,0,0
117,6834,578,11812,1,0,3314,1543,117,1573,1936,0,12103,5667,9126,0,38283,0,2493,0,2284,3671,195,1848,916,2470,184,1850,4270,1680,0,0,2,9078,1014,3163,1770,3569,0,644,4753,5861,3723,0,1751,433,4506,0,1,11062,19734,15159,18158,11821,7439,0,3275,100102,0,3476,24749,5334,3044,213790,1028,1,7646,3646,932,0,568,1,0,7135,1052,12887,0,1089,19935,0
118,304,296,965,117,2,219,256,34,86,1703,1,649,569,134,1,1789,1,244,0,503,119,0,720,509,1066,77,576,352,117,0,0,2,1881,74,1168,253,476,1,286,201,304,533,2,547,1,421,2,0,515,1127,112,2002,618,288,106,255,3864,1,36,645,560,93,2342,177,574,878,294,0,0,0,8,17,81,349,3759,0,376,1297,0
119,245,153,0,0,0,0,27,25,5,0,0,1,0,1,0,0,0,0,0,0,1,35,490,416,611,117,584,1102,0,0,1,86,122,167,1,0,0,674,571,45,92,167,0,40,71,3,0,1,0,0,344,0,0,0,329,0,2,0,10,0,0,0,8460,0,1,0,0,12,25,1,2,0,0,335,0,50,51,1,0
120,5856,1212,9744,5420,0,3541,902,224,536,8466,0,2161,2788,1760,1,9114,0,1677,0,2761,2709,2,1029,1012,2422,546,1423,2307,2018,0,0,1047,8250,1635,4168,2713,1954,153,318,826,1285,1135,1,569,2608,1697,0,3,7038,3788,13403,9538,2945,2276,377,1946,30368,1,1019,8293,6570,1862,162945,1850,0,5064,901,44,313,0,0,13,4274,767,13195,0,3217,6319,0
121,16313,1641,10521,35,0,2422,4291,261,817,11770,0,4022,3122,4652,0,12314,0,3167,0,4904,2163,9,2022,1298,4556,746,2317,2472,2671,0,0,3,17277,983,2677,1967,3430,1,682,4078,4407,1090,0,2565,425,2760,1,0,10481,7483,24443,14259,4860,5570,312,1777,43150,0,1011,4625,6836,1300,294886,3065,3220,10823,726,328,440,0,0,1,2019,1893,41009,0,6909,21302,265
122,2523,375,5322,190,0,1062,523,52,469,976,0,6432,2772,2474,0,15876,0,946,0,1217,4538,112,528,412,692,179,475,968,349,0,0,133,4661,393,1041,21,1465,10,483,1796,1869,1100,0,956,97,1975,0,0,7275,11624,14317,13420,3565,4458,92,1710,31929,1,713,10790,2252,1308,84774,710,2,4497,199,167,85,563,0,9,2397,690,4573,1,570,3320,0
123,532,0,336,2156,0,0,430,0,0,0,0,277,518,0,0,314,0,0,0,0,1,0,4400,1800,7524,1336,4495,1,0,0,0,0,732,0,0,710,886,0,0,0,0,1,0,539,0,0,0,0,0,0,6,1611,119,0,0,0,1,0,0,0,3,108,28984,66,0,0,0,0,0,0,18,132,0,0,2,1,0,0,0
124,10455,1050,16553,2,0,4321,3140,353,1248,3786,0,9426,6249,10666,0,36830,0,3111,0,2166,288,0,1641,747,1674,550,1233,3628,9757,0,0,537,8534,1259,1985,1940,2279,10,1047,4137,5584,5495,0,867,430,5381,0,0,20717,16325,30924,21600,8340,9408,9,4364,107495,0,4578,13459,7076,1390,473826,3572,0,7059,604,340,589,668,0,0,6602,1319,22667,16,3624,30425,0
125,21268,861,15790,1,1,6570,3056,818,1456,3846,0,2372,877,6068,1,15757,198,835,0,5613,417,0,4413,1586,4042,541,3668,3603,6229,0,0,6,20506,1601,7471,3485,5380,1,1144,1346,3254,4700,0,5201,709,3009,0,0,9909,4405,18382,19828,11648,3903,636,3857,77028,0,1208,188,2164,5634,677834,4036,6479,2548,1134,380,99,0,394,0,4143,2312,49419,2,5069,24173,0
126,3,893,0,6937,0,0,268,0,567,844,0,255,1403,0,0,0,323,528,0,863,0,0,5728,2642,16916,1803,5849,19,0,0,0,1,2989,41,1,5355,173,0,0,188,0,1,0,560,0,0,0,0,0,0,1,0,245,0,0,0,0,0,0,0,0,17,416708,0,1,0,0,0,0,0,1,5280,0,1,0,0,0,1,0
127,18849,1205,31765,1,0,6612,4586,486,2582,10930,0,22261,11092,15579,0,72825,273,4705,30,8752,7265,581,2458,729,2799,638,1423,3240,5171,1,0,3644,43013,3044,4347,5125,10822,3,3139,7459,7691,6657,0,5640,217,14688,0,0,31211,40784,30048,59296,19838,13055,1532,5154,220962,0,6810,32206,12350,4595,376583,6016,4934,21867,10522,1749,291,364,563,68,12222,4581,60173,31,8102,22896,0
128,5556,234,6751,136,0,1848,479,93,367,2680,0,407,285,2373,0,6701,0,1316,0,2194,201,0,867,434,1307,528,1124,536,2131,0,0,61,9559,57,2432,1075,1382,31,451,397,2076,555,0,506,92,1622,0,0,4252,1516,6496,6575,4511,2028,0,710,27983,0,769,0,1748,819,184586,1074,924,1516,798,251,86,0,0,1,882,492,12375,0,1790,6229,0
129,18339,1560,15645,461,0,2879,2374,57,1251,8453,0,4140,3145,2335,4,12493,0,2214,0,3835,2223,0,2860,964,4974,1373,2329,2387,603,0,0,0,21385,1845,7422,7001,4969,1,818,1419,1566,2022,0,2914,69,2836,0,0,11904,5485,14329,20028,4266,3956,272,3286,42776,0,1989,2007,7393,1488,278085,2359,2170,3985,917,0,18,214,2,33,2725,1866,41294,0,6546,25361,0
130,10401,1095,14425,10444,0,4786,628,586,1292,9641,0,3460,3172,5572,0,16071,1,3938,0,3002,1188,33,796,613,2805,352,1658,3419,4197,0,0,1,13409,1191,6365,4705,2487,86,1116,3509,3144,2105,0,1709,840,2400,0,0,5544,7977,18131,10982,2475,1581,383,3560,58578,0,1463,18854,7323,2553,295268,3718,110,7308,1885,718,278,0,94,1,2796,1609,24140,2,2612,12283,0
131,13227,1227,15194,164,0,3007,2743,344,1281,9462,0,4980,3875,3752,0,14913,0,2003,0,6601,1947,0,1788,784,2130,1280,2123,2779,952,0,0,1,21086,1031,4991,4999,3284,0,150,1625,2429,2319,0,3098,0,2727,0,0,15296,6357,15519,17082,2860,6034,320,4606,45677,0,1429,138,5759,1791,292399,4961,1982,8460,1638,512,16,0,1,356,2396,1332,64700,0,5435,17780,0
132,15499,1210,27038,2310,0,10962,3354,237,210,9130,0,5513,6886,4975,0,26396,0,2427,0,1941,56,0,4050,1582,8999,727,1985,6001,5626,0,0,0,19861,1866,5747,22965,7247,0,1518,2920,3993,4806,0,2967,0,4514,2,1,11263,5598,8978,23293,3406,3283,328,5526,83859,0,3469,25168,12283,2164,597911,4232,6065,9803,6397,73,55,0,508,21,6233,948,45649,0,890,17479,0
133,1,589,0,1218,0,0,0,0,549,0,0,494,0,0,0,0,0,0,0,0,0,1,4509,2872,5293,3443,2309,4,0,0,0,0,1636,0,0,1102,523,1,0,0,0,0,0,172,0,0,0,1,0,0,3,0,0,0,0,0,200,0,0,0,0,202,34986,294,245,0,0,0,0,0,0,1277,0,1,1,0,386,0,0
134,3010,380,6309,265,0,1823,806,112,679,6201,0,2741,852,2030,0,10062,0,1020,0,2569,1132,0,964,557,1863,476,1121,1768,2322,0,0,0,7225,391,2113,1485,1789,0,263,588,937,1508,0,1358,23,1978,0,0,4652,2135,4554,8462,2567,1208,0,873,27421,0,920,45,2636,1037,90244,2164,3123,2489,5308,387,372,0,0,0,1455,526,20259,0,1319,4535,19
135,10236,826,12392,3922,0,3746,2515,719,789,5746,0,5595,7650,2432,0,18296,0,1885,0,3283,1145,0,4081,4720,8719,2438,4998,3931,2161,0,0,2,11910,1181,5264,9786,6401,1,1294,1944,5276,2799,0,5094,98,2817,0,0,10882,8040,24604,30504,5295,5395,0,3919,59349,0,2323,13910,23564,3235,525882,4504,819,16036,1588,50,986,0,0,1,4876,1033,23469,0,2802,28645,0
