,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
127,1825,552,1567,506,919,0,67,1367,2083,0,1431,0,128,172,0,148,299,207,519,167,273,148,0,361,0,0,161,163,744,51,0,139,230,682,279,0,0,127,0,195,0,0,4924,672,271,18,1112,610,4710,336,0,743,499,1655,444,0,245,0,0,747,0,0,188,127,80,78,6,634,0,308
128,1045,332,1067,30,470,0,119,849,1160,0,661,0,98,15,0,0,84,77,155,9,88,222,0,134,0,0,206,69,1091,150,34,193,1144,916,418,0,36,307,18,189,0,0,1062,537,955,6,100,0,5,204,0,0,58,90982,2107,0,238,6,33,962,0,0,190,107,97,965,249,798,0,140
129,5517,2031,4344,4101,3345,46,382,8524,15689,0,7194,0,1254,1036,0,0,1462,1320,1225,178,1148,2733,0,2257,0,1,1066,338,2975,2286,1,745,1545,4143,3602,0,0,608,0,1916,0,0,17776,4994,1407,0,8605,1235,41434,2247,0,6949,6643,22442,4773,0,2685,0,0,7001,2,0,1711,369,626,1368,85,2544,0,4291
130,1678,177,809,317,547,0,139,1396,1431,0,874,0,136,270,0,19,309,155,320,125,308,231,0,436,0,0,124,40,568,129,0,98,257,389,219,0,3,60,0,384,0,0,3398,598,626,0,737,465,5597,310,0,499,653,11885,1470,1,276,0,0,423,0,0,208,126,117,209,32,533,0,186
131,6450,1615,314,5,2019,0,68,1148,81,0,4689,0,1176,1252,0,149,1471,900,2268,390,995,6998,0,648,0,788,320,1830,3621,317,368,2753,1694,3692,1478,88,0,80,181,666,0,0,2930,211,0,112,0,0,0,1298,1,0,0,213349,318,1,1557,0,0,0,0,0,1559,431,0,4175,3193,726,0,466
132,1224,240,496,276,604,0,52,852,1675,0,1174,0,81,42,0,0,197,126,266,85,113,178,0,133,0,0,123,29,467,135,0,59,38,135,134,0,15,72,1,162,0,0,3594,261,182,20,975,417,595,324,0,527,269,2222,598,0,314,0,0,414,1,109,222,21,53,21,23,394,0,105
133,2171,1152,95,135,1901,15,131,397,372,1,5531,0,900,430,0,91,395,409,910,296,556,4113,0,277,0,311,553,935,1476,558,54,2357,1495,1876,1390,0,0,136,745,430,2,1,5696,249,0,0,0,0,0,610,0,0,0,162320,168,0,900,0,0,0,3,0,1983,139,47,2989,1506,1028,0,351
134,2223,443,706,315,776,0,66,1223,2722,0,978,0,58,214,0,25,154,130,205,87,84,214,0,240,0,90,151,55,560,169,0,44,64,157,168,0,14,109,0,181,0,0,5875,487,186,2,1626,232,0,367,0,741,554,5504,860,0,435,1,0,296,0,2265,212,137,41,193,123,689,0,178
135,18200,3338,1487,0,7121,104,1129,3455,391,0,40550,0,5042,686,0,0,4066,2322,5509,1138,2575,15402,0,1098,0,0,2256,3773,5790,3659,0,2975,5836,6336,7663,0,0,3394,0,1284,0,0,3395,1528,0,0,0,0,0,6550,0,0,0,53326,2534,37,4383,0,0,0,1,0,3711,591,1,4882,1082,1048,0,2924
136,5125,1404,6408,1080,2474,579,190,8441,7646,0,4256,0,448,543,0,340,4836,2423,4388,850,2907,1579,0,2452,0,4,1257,193,3972,497,1,522,5090,2988,1393,0,254,1280,97,2014,0,1,26043,895,6117,1,3837,4342,0,1553,0,3772,1285,45900,2437,1,571,0,0,2177,0,2141,1338,2648,36,1638,117,2071,0,1571
137,2302,303,1030,824,658,1,91,1657,1525,0,3064,0,112,262,0,1,255,159,549,70,271,270,0,427,0,0,215,105,1462,131,0,130,208,511,402,0,16,135,0,110,0,0,5494,890,889,0,1252,691,7959,482,0,1434,1134,18923,955,0,481,0,0,951,0,0,237,54,25,201,37,688,0,261
138,2687,1603,3483,1092,2772,0,284,5021,5078,0,3409,0,742,205,0,2433,1132,987,1722,240,975,1722,0,1158,0,2670,507,23,2774,1404,2,842,797,979,2262,0,0,748,863,192,0,0,8626,2005,2217,0,2173,1748,13645,1222,0,2196,2053,13881,2243,0,764,0,0,3070,0,0,1043,1238,479,542,0,2093,0,3540
139,1489,763,1324,1063,803,0,3,2538,1898,0,3360,0,392,191,0,1,1985,1802,3292,531,2304,407,0,341,0,2,450,125,822,876,0,84,33,686,736,0,0,32,0,2,2,0,6016,1091,4879,139,3795,866,7933,529,0,1783,1638,9982,1024,0,835,0,0,1455,0,0,186,320,23,349,130,943,0,886
140,5733,1817,1,98,2148,0,203,232,1336,0,1165,0,774,69,0,9,565,460,774,201,573,2077,1,248,1,1165,556,770,1958,1076,88,3820,1833,2109,1896,0,0,144,352,0,0,0,3296,287,0,0,0,0,0,309,0,0,118,176808,598,0,725,72,0,24,0,0,1405,181,174,4649,2531,1021,0,534
141,22956,3721,0,464,4124,0,167,1729,3295,0,272,1,416,0,0,222,2935,2052,4952,892,3949,5588,0,667,0,518,1489,5836,2083,1857,0,1990,4012,8132,3470,0,0,35,1782,158,0,0,9045,86,662,768,0,1,0,906,0,0,233,286136,2123,0,240,8,0,10,0,0,3351,1304,402,13502,2364,1681,1,2163
142,656,197,653,34,107,0,112,1028,997,0,212,0,170,411,0,0,345,169,825,199,449,300,0,450,0,0,268,81,323,158,0,75,881,828,542,0,207,198,1,214,0,0,2885,180,2200,43,273,63,0,78,0,178,87,153031,601,1,17,0,0,1127,0,0,111,251,25,170,83,349,0,321
143,10311,2502,4603,0,11514,1,3524,3104,836,0,60412,0,4669,1143,0,0,7059,2988,13442,1606,7749,30846,0,3954,0,4470,3979,13019,4309,3979,2,5692,4509,23397,9161,0,0,8253,1792,492,0,0,25717,1850,6,0,0,0,0,8533,0,0,999,742629,536,2,6433,0,0,0,0,0,6011,0,1038,4617,1754,5938,0,4218
144,4478,1372,0,0,693,26,71,551,619,0,265,0,357,26,0,48,310,234,491,75,463,1438,0,93,0,163,241,689,546,447,3,1751,1009,1122,474,0,0,112,145,10,0,0,3461,132,46,90,0,0,0,237,6,0,6,107487,623,2,375,0,0,0,0,0,601,167,71,4758,2767,471,0,192
145,8205,5105,975,0,1681,0,564,842,189,0,0,0,358,2083,0,4,4662,3237,6847,2132,4556,9361,0,755,0,810,992,3528,774,936,382,8015,1214,5557,1600,0,1,3,1692,1,0,0,17106,0,786,371,0,0,0,1071,0,0,0,421981,1351,1,1430,2,0,1063,1,0,937,802,0,15074,1094,815,0,2690
146,1029,292,809,478,684,0,34,1111,1890,0,1281,0,88,186,0,52,215,138,297,97,169,274,0,363,0,0,268,28,1097,112,1,21,236,397,330,0,5,229,0,156,0,0,4865,518,232,0,1453,132,0,312,0,801,1049,11636,721,0,349,1,0,640,1,315,97,29,95,121,40,408,0,237
147,2233,785,1698,397,1496,2,158,2198,1447,0,658,0,583,299,0,0,838,380,841,404,511,1303,59,830,0,3,461,156,2015,467,1,167,1037,1659,733,0,0,356,49,1088,1,0,10903,465,1665,3,217,612,12201,879,34,910,561,5303,1119,0,430,0,0,1756,0,37,528,332,141,893,293,702,0,661
148,476,108,336,306,345,1,40,591,978,0,474,0,41,118,0,46,122,84,66,29,104,126,0,93,0,18,142,36,407,40,0,49,141,208,154,0,0,129,4,114,0,0,1915,139,224,0,1324,133,11,128,0,389,387,2268,398,0,122,0,0,292,0,120,94,31,17,87,46,268,0,116
149,414,141,191,102,123,0,11,454,436,0,153,0,95,67,0,1,88,31,141,33,73,100,0,264,0,0,80,27,175,26,7,45,157,228,120,0,0,86,0,57,0,0,1635,206,407,0,179,40,0,74,0,122,156,855,200,0,97,0,7,312,0,395,81,61,31,26,17,193,0,87
150,5603,1449,2692,3600,3364,53,199,5832,11095,0,8540,0,637,508,0,176,1840,1247,2530,660,1460,1789,0,1893,0,0,1056,399,1543,1766,90,804,981,2211,1988,0,0,703,0,1281,1,0,24340,3264,1007,19,4508,1557,17305,2278,0,3416,2557,10268,2185,0,2039,1,0,4282,0,118,1447,606,1004,1201,250,1811,0,3062
151,4299,3722,159,0,4363,109,302,1174,2114,0,5299,0,2253,618,0,177,1894,980,2254,619,1723,7655,0,474,0,837,765,2140,2575,1488,0,3229,2543,2833,7630,0,0,140,236,182,0,0,1155,1397,0,0,0,0,0,1385,0,0,1,42629,202,0,3675,1,0,123,0,0,2919,285,0,5870,5874,1879,0,526
152,1692,590,1014,1910,1058,0,239,2700,3052,1,3058,0,421,150,0,0,179,493,618,89,435,453,0,467,0,1,531,152,1331,153,0,333,820,2012,564,0,0,408,1,324,0,0,18489,941,1797,0,1191,535,9239,300,0,1694,2010,35163,990,1,647,0,0,1615,1,0,411,92,238,176,51,749,0,560
153,240,73,305,242,205,1,17,410,674,0,489,0,41,92,0,3,81,62,84,24,88,85,0,86,0,0,43,14,235,60,0,10,77,141,146,0,0,7,0,64,0,0,1768,216,140,0,361,44,1463,138,0,281,261,5576,215,0,100,0,0,205,0,0,60,42,29,61,13,151,0,75
154,5477,2046,402,64,2856,0,71,547,372,0,2127,0,1172,1663,0,342,1433,768,2610,349,1019,5870,0,613,0,1018,426,1161,1631,1070,1,1273,2310,4206,2561,0,0,146,1337,410,1,0,958,472,0,61,0,0,0,624,0,0,96,113493,165,0,1390,1,0,5,0,0,1711,390,150,5339,1565,267,0,483
155,425,213,246,190,248,0,24,537,696,0,511,0,59,92,0,0,83,85,114,0,76,113,0,108,0,0,82,10,324,68,2,26,63,181,109,0,7,59,1,90,0,0,1458,367,168,0,459,160,2005,168,0,322,271,1800,189,1,95,0,0,246,0,0,71,18,41,36,18,161,0,83
156,4673,1216,1706,1971,2511,1,510,5197,9067,0,4312,0,1004,746,0,0,2449,1662,2922,504,2635,1147,0,1106,0,116,471,152,1015,1015,0,138,2254,1108,1781,0,205,551,0,469,2,0,15115,1616,959,25,2373,689,0,1610,0,2926,1117,19262,1593,1,696,0,1,1989,1,5814,1803,656,475,980,521,1599,1,1959
157,1624,229,1717,1304,1001,1,164,2088,1717,0,1630,0,296,694,6,9,807,376,1242,227,484,356,0,950,0,1,802,266,1699,226,2,149,761,2223,955,0,0,509,12,255,0,0,19937,1789,1399,0,1359,625,1,592,2,885,1608,133549,1184,0,173,17,86,1727,7,247,283,98,102,323,457,1027,0,569
158,8163,3882,0,71,4010,0,233,449,2363,0,573,0,874,146,0,121,1261,533,2078,108,969,5961,0,543,0,801,302,1506,2200,863,1,7193,1688,2357,866,0,0,299,243,164,0,1,4164,814,0,0,0,0,0,612,0,0,95,204899,1050,0,1066,0,0,0,2,0,1130,549,263,9886,6357,1571,0,601
159,3112,831,1342,2616,1319,0,180,2266,4536,0,3694,0,196,124,0,116,248,361,768,33,357,670,0,692,0,155,273,51,2157,787,1,226,761,1269,709,0,0,477,0,458,1,0,17903,896,834,0,2885,321,0,592,0,2156,2928,18642,1749,1,623,1,1,1945,0,2108,332,377,170,613,480,1029,0,822
160,12301,5410,0,26,5374,0,752,2255,2498,0,1290,1,1585,309,1,2,4043,2420,6785,672,3645,8551,0,682,0,2,1107,5305,2065,1761,579,5249,3286,6248,5424,0,0,2116,685,0,1,2,6300,1,0,1,0,0,0,819,1,1,1,384529,3710,0,839,0,0,0,0,0,4390,727,580,25787,5505,4449,1,2028
161,9321,4278,0,131,1089,1,170,817,1474,0,532,0,1140,0,0,237,1514,743,2040,363,1165,3667,0,0,0,147,289,1429,897,646,1,6803,1056,2402,1639,0,0,475,250,0,0,0,4769,642,0,0,0,0,0,412,0,0,0,133128,794,0,625,0,0,102,0,0,2123,261,20,8833,2920,1687,0,526
162,906,308,337,1062,260,2,166,526,1096,0,1435,0,161,93,0,0,753,375,1022,151,728,144,0,311,0,0,171,8,382,180,0,26,244,558,318,0,0,450,0,231,0,0,9880,310,1048,0,747,256,8295,281,0,614,370,31556,2025,1,8,0,0,554,1,0,249,120,3,14,140,302,0,195
163,2893,654,655,1900,1497,2,287,5777,10568,0,4554,0,844,511,0,4,1599,2047,3471,912,3167,2104,0,1149,0,0,608,0,572,1514,0,152,271,919,1775,0,0,1660,0,1380,0,0,45153,1687,2204,203,4540,1176,0,1331,0,3431,1790,14849,2968,0,1473,3,239,2493,0,4556,905,614,797,901,295,1761,0,2567
164,979,230,411,200,256,0,31,576,625,0,266,0,76,126,0,0,108,72,102,33,62,130,0,227,0,168,109,32,406,45,0,65,213,365,175,0,4,88,1,157,0,0,2473,273,301,0,281,252,0,258,0,413,420,27526,384,0,142,0,0,374,1,212,47,100,20,117,54,295,0,149
165,6910,1838,362,41,2482,63,232,263,206,0,4896,0,556,277,0,172,1511,573,2502,719,970,4183,0,346,0,4656,380,1224,2375,822,69,902,1393,3479,1275,202,0,962,4870,196,1,0,2382,111,0,94,0,0,0,1129,0,0,0,129017,583,77,694,253,0,0,139,0,355,303,2,3003,344,382,0,354
166,19299,12003,2423,1400,5644,0,732,1085,352,0,27929,0,5538,695,0,1955,5433,3005,4736,688,3772,23157,0,1276,0,51985,1679,6128,7368,2958,912,732,5091,13547,6898,0,0,2425,8854,3206,0,0,22496,1351,0,528,0,0,0,2851,0,0,0,535248,219,172,1796,49,0,0,161,0,2908,1,0,9743,4869,2925,0,1954
167,750,99,189,400,269,8,28,499,671,0,788,0,76,26,0,11,89,76,87,11,63,59,0,32,0,0,128,9,327,74,1,27,83,124,92,0,0,61,0,106,0,0,2757,162,119,3,284,220,1735,99,0,295,310,3480,210,0,154,0,0,237,0,0,56,39,13,59,42,191,0,97
168,1339,166,501,370,564,0,35,580,1090,0,799,0,125,114,0,6,151,109,265,29,118,151,0,271,0,0,58,47,570,115,0,37,139,413,284,1,0,145,5,123,1,2,3334,172,211,14,654,142,13,238,0,711,470,19262,454,0,171,2,0,385,0,1224,115,42,24,222,113,291,0,192
169,523,100,297,224,265,0,30,508,526,0,293,0,118,93,0,1,118,96,157,48,140,75,0,182,0,0,99,31,521,19,1,94,161,448,141,0,36,92,0,136,0,0,3298,373,382,0,179,196,0,102,0,292,328,17219,380,0,225,0,0,468,0,134,79,122,38,89,14,249,0,146
170,7185,3252,259,54,3632,40,277,1251,1107,0,10624,0,2111,591,0,0,651,576,1773,240,779,6067,0,737,0,470,476,947,2629,1033,2,1434,3887,4913,4716,0,0,1065,232,614,0,0,6534,410,0,0,0,0,0,909,0,0,3,284435,137,55,2949,95,0,0,0,0,1319,65,1,3252,2475,2121,0,374
171,1974,3427,2,0,844,28,71,234,738,0,169,0,399,125,1,385,1004,574,1434,192,1319,3296,0,128,0,547,286,778,575,633,1,3010,662,1209,2671,0,0,299,836,2,1,1,2724,166,0,84,0,0,0,496,0,0,5,83164,1319,0,242,0,0,21,3,0,584,543,432,3977,4154,700,0,510
172,1152,179,544,452,315,6,35,534,1487,0,1325,0,101,91,0,13,59,57,129,24,101,143,0,135,0,2,129,26,520,49,0,47,246,438,149,0,15,96,0,200,0,1,3130,464,247,10,1923,205,0,196,0,744,389,25285,489,0,176,2,1,375,0,669,88,19,54,102,66,302,0,129
173,3962,1230,2578,3181,2093,5,191,3557,5633,0,7320,0,468,299,0,0,463,238,797,194,459,866,0,739,0,0,492,239,3050,608,1,148,1106,2697,1097,0,64,511,0,353,0,0,30360,1618,1524,25,3674,1121,129,1484,0,2808,2585,21263,2452,0,768,0,0,3182,1,3352,479,225,224,966,176,1030,0,1154
174,17210,2969,1,52,8382,19,965,2323,1462,1,9310,0,2326,888,0,1,4565,1599,4530,1527,3383,9178,0,379,0,53,1405,4233,6070,3277,1,13217,5562,7000,6296,0,0,1002,1,268,1,2,11842,686,0,1,0,0,0,1413,0,0,61,587473,16,0,1961,0,0,104,1,0,5379,252,652,7208,10155,1511,0,2620
175,547,414,230,820,422,0,50,886,1374,0,1195,0,114,149,0,44,556,441,558,173,661,388,0,600,0,86,186,13,649,58,3,42,489,597,499,0,0,240,2,494,2,0,23522,159,2421,49,1076,191,0,434,0,673,711,4879,848,2,79,0,0,215,2,1152,102,26,242,279,0,348,0,290
176,511,117,421,217,162,1,16,357,612,0,442,0,38,44,0,14,122,38,95,28,77,80,1,90,0,2,77,8,284,39,0,21,161,250,161,0,7,73,11,123,0,1,1587,177,219,11,404,129,10,88,0,211,337,23007,331,1,92,0,1,304,0,233,52,52,12,37,46,145,0,116
177,490,119,331,340,274,2,28,331,787,0,603,0,44,9,0,19,66,40,86,7,64,83,0,101,0,12,55,14,251,47,0,10,113,194,138,0,8,58,0,98,0,0,1743,186,156,0,611,127,0,163,0,390,388,10237,319,0,122,14,0,306,0,144,20,19,36,46,15,165,0,89
178,4542,1712,3957,6686,5316,1,466,7612,8964,0,7297,0,687,1274,2,43,669,491,1179,117,1148,1970,0,1283,0,0,765,165,3926,1176,53,270,1977,4765,2827,0,0,499,0,1024,0,0,39718,2192,3107,0,9288,1772,0,2055,0,4140,5497,33579,4019,0,1589,0,0,4839,0,1350,616,542,249,1407,714,1836,0,1883
179,5054,686,1815,2616,1690,0,346,5500,6343,0,9176,0,368,0,0,2,949,748,1295,272,1637,1113,0,981,0,0,551,164,2491,354,1,483,688,1157,1352,0,25,217,1,81,0,0,45974,1089,2092,238,3951,1078,764,1052,0,3226,1850,33983,2821,0,1026,0,0,2614,0,2670,1521,158,149,123,219,1062,0,1011
180,10352,1987,6372,3577,3620,1,1010,15171,12215,0,14992,0,564,256,0,2,4860,3863,5457,592,4260,4818,0,2987,0,2,2985,535,4541,1053,0,471,1826,4752,2560,1,180,551,0,2650,2,0,62632,3506,4235,3,7737,3127,44422,1149,1,9829,7108,45605,3879,0,1182,0,0,5609,0,0,1988,1393,653,629,974,3041,0,4231
181,3716,592,3110,3098,1882,0,155,4110,6182,0,4651,0,887,341,0,39,676,261,892,84,246,1386,0,1574,0,1,932,271,2542,449,0,248,1545,3798,1002,0,0,664,33,1164,0,0,22514,1454,2205,0,3399,829,0,989,0,2575,2834,82326,1834,0,1712,48,0,3999,0,1259,514,803,544,551,502,1512,0,1041
182,256,56,213,121,149,0,23,171,280,0,154,0,82,36,0,0,82,54,164,40,84,84,0,106,0,0,85,9,205,32,2,14,97,197,78,0,0,40,0,125,0,0,1294,151,213,10,57,144,1198,72,0,100,211,17829,199,0,69,0,0,200,0,0,24,36,5,17,9,58,0,52
183,319,32,239,190,199,0,8,494,351,0,521,0,15,16,0,0,77,83,130,13,90,22,0,56,0,0,63,12,282,41,0,15,73,146,207,0,0,47,0,66,0,0,2624,170,280,0,335,91,1364,99,0,230,151,1118,136,0,91,0,0,260,0,0,37,22,32,27,17,186,0,93
184,8839,3448,255,75,5442,1,974,1292,1436,0,12132,0,3961,663,0,2,3317,1689,4110,380,1719,6462,0,1097,0,467,1799,3327,2834,813,2,1599,3970,11307,4643,0,0,1309,2464,2634,0,0,3814,753,0,298,0,0,0,1492,0,0,0,501161,180,0,2982,1,0,0,1,0,5454,469,0,8529,2401,1228,1,1725
185,480,61,403,287,348,0,33,611,695,0,711,0,53,62,0,4,68,49,87,39,59,105,0,174,0,4,98,14,296,72,2,58,41,214,71,0,10,84,0,96,0,0,2676,181,215,5,586,134,24,157,0,319,488,3480,295,0,197,11,0,344,1,197,33,72,31,108,49,238,0,139
186,13394,4865,55,166,7213,1,566,1843,2472,0,6806,0,2283,123,0,378,2774,1688,2245,637,3339,9925,0,454,0,1059,1375,4195,4181,2058,484,7416,5069,6141,4917,0,0,375,4409,617,0,0,6497,1098,0,216,0,0,0,1222,0,0,0,499719,375,243,2230,0,0,0,0,0,5822,103,0,9800,11569,2876,0,1161
187,886,40,603,80,560,32,52,563,596,0,808,0,52,32,0,0,127,39,232,39,117,103,0,92,0,79,101,41,381,43,82,106,312,281,110,0,3,117,0,73,0,0,788,305,258,5,301,356,17,84,0,41,71,17598,403,1,212,0,1,434,0,19,77,173,44,101,0,172,0,63
188,4246,1954,125,140,1965,2,474,845,342,0,6628,0,1140,602,0,123,1774,940,1170,456,1278,4403,0,261,0,12299,568,1544,3177,516,3,1081,2136,3651,2852,157,0,181,3006,804,0,1,3754,448,0,0,0,0,0,1140,0,0,1,254831,53,1,634,41,0,0,0,0,1251,243,241,2868,1057,915,0,365
189,4024,2004,222,35,1128,0,254,390,941,0,1964,0,543,217,0,0,230,419,620,49,516,1952,0,252,0,2033,398,709,1233,330,0,1581,1424,1668,764,68,1,890,1723,48,0,0,6188,396,0,38,0,0,0,342,1,0,12,203598,146,75,178,76,63,0,53,0,353,214,4,1428,1751,396,0,419
190,442,149,161,234,216,0,8,402,708,0,439,0,46,57,0,54,66,37,100,25,65,135,0,110,0,99,60,6,173,31,1,17,112,185,106,0,2,61,2,64,0,0,2088,174,173,0,529,183,0,106,0,251,274,2298,289,0,93,0,0,266,0,602,33,50,60,68,39,171,0,101
191,432,83,201,248,242,0,31,402,913,0,378,0,50,10,0,5,33,37,94,17,33,88,0,68,0,11,55,6,256,46,11,25,100,133,126,0,4,48,1,91,1,0,2267,211,192,7,671,136,522,147,0,254,238,5221,369,0,140,0,0,268,0,259,61,30,27,114,32,267,0,86
192,13663,4162,0,210,5238,4,614,2684,2608,0,6012,0,2272,1376,0,337,1027,1556,4692,1053,2364,10327,0,1300,1,1247,1920,3928,5252,2500,0,11668,6769,7586,5243,0,1,322,1326,483,0,0,9284,1019,4,197,0,0,0,2659,0,0,39,387050,82,1,2470,175,0,1,1,0,4620,626,193,8825,9651,4555,1,1778
193,428,125,240,340,403,6,27,386,892,1,576,0,35,23,0,0,74,82,132,24,83,71,0,145,0,2,77,8,265,48,0,41,120,247,105,0,10,86,0,53,0,0,2381,102,181,1,402,169,0,157,0,289,146,18646,399,0,194,0,0,208,0,966,61,56,13,104,16,175,0,97
194,570,100,238,242,368,0,20,338,552,0,441,0,9,28,0,0,86,55,133,35,72,123,16,201,0,55,37,47,313,64,0,16,137,364,135,0,20,104,4,117,1,0,948,198,237,19,379,46,0,159,0,149,266,4698,185,0,58,0,0,137,1,624,38,97,4,113,30,170,0,142
195,2206,800,1503,1501,804,3,182,2039,2394,0,1860,0,23,285,0,48,981,353,1255,136,670,417,0,914,0,24,372,193,1489,234,49,157,777,1228,706,0,0,302,0,1032,0,0,12853,1444,4165,0,1495,1076,0,590,0,1614,1540,29569,1337,1,488,0,0,2046,0,1183,599,292,196,726,245,914,0,839
196,680,180,489,256,258,0,56,594,825,0,467,0,71,66,0,0,163,138,185,33,73,181,0,173,0,2,119,18,400,74,0,16,272,426,125,0,4,90,0,151,0,0,2476,317,523,13,175,103,4552,121,0,251,337,22188,621,0,112,0,0,307,0,0,122,51,49,69,10,344,0,103
197,4137,1177,1585,1339,1149,0,218,2219,1370,0,2045,0,279,279,0,0,421,220,635,201,515,1082,0,1128,0,2,590,110,1721,352,0,94,800,2601,821,0,0,465,17,1196,1,1,11009,1423,2141,0,284,966,16956,1370,0,1728,1835,97129,1763,0,670,4,0,1727,1,0,852,755,426,477,132,851,0,574
198,4902,1373,1605,1533,2143,1,313,2588,3123,0,2992,0,741,747,0,76,629,389,852,103,336,1022,0,1117,0,0,377,154,1517,437,1,250,474,2423,1234,0,0,436,0,729,0,0,9235,1178,1327,24,1448,1229,10208,1079,19,2219,1730,7901,1787,1,841,0,0,1311,0,0,491,376,295,754,98,1355,0,1176
199,1054,156,839,783,185,0,94,2015,2012,0,1076,0,69,145,0,0,514,350,621,109,653,538,38,438,0,54,211,113,878,235,1,27,376,967,81,0,0,273,0,3,0,0,3066,557,1575,0,1435,342,15,142,0,626,974,24795,1730,2,85,0,0,1299,0,882,330,219,325,166,45,306,0,524
