,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
50,4601,235,159,0,553,1228,1531,995,927,13282,2148,692,726,512,0,0,4107,0,0,0,233,2474,0,719,3208,5793,984,839,3259,9248,916,1050,4479,2191,0,906,2410,2,1298,2785,427,391,1579,0,567,243,50,3,1184,767,9836,1867,739,957,3316,3783,0,667,4524,1,0,0,1319,0,1516,0,4716,0,0,135894,1311,1,321,623,2266,2651,4241,0,4907,0,3525,195,0,1153,1857,61
51,7034,456,691,0,717,531,205,1726,4211,26114,4830,233,4246,1210,0,0,15668,0,3061,0,1667,5066,0,353,1657,4218,803,647,3198,4248,0,388,2602,1541,0,2406,2108,699,1390,1798,936,996,1907,0,3693,4055,4,2524,1620,3417,18938,3132,2171,28,4941,6659,0,785,14367,1,0,0,2418,1,1283,2,9311,0,194,34303,2618,0,288,376,3558,3571,3484,0,9351,0,3226,1308,0,2032,4308,233
52,175,1,0,0,0,1,79,2,340,1647,709,0,1046,289,0,0,1,0,269,0,484,140,0,0,0,3818,394,699,1438,4020,0,1125,4680,279,0,11,55,0,234,0,0,42,0,0,0,1,0,0,352,0,353,341,57,0,138,1096,0,0,1,0,0,0,3,0,0,0,229,0,0,9032,1,0,0,0,0,185,276,0,1436,0,58,127,0,91,0,0
53,3551,798,270,0,0,2305,685,300,433,15635,2088,0,1486,647,0,0,5669,0,1756,0,2190,1534,0,487,2097,3006,441,183,1678,5130,264,678,2298,1493,7,1067,416,438,882,1426,634,385,868,0,1555,907,404,2206,488,477,6264,1427,1866,989,2344,4871,0,0,5532,0,0,0,1451,0,356,0,3803,0,10,130381,1674,2,99,0,3218,3744,2616,0,3504,0,4856,1773,0,774,1681,220
54,871,348,179,0,0,828,196,425,612,7375,241,34,2583,0,0,0,5447,0,595,0,403,271,0,175,3050,1500,354,118,1507,3166,975,412,2899,1103,0,1180,708,968,170,620,242,17,536,0,2112,475,0,418,611,859,4697,1933,895,0,1361,2127,0,0,1738,0,0,0,2884,0,135,0,1389,0,149,26331,2910,145,71,0,2052,404,1236,0,2476,0,2101,213,0,640,283,0
55,1253,348,0,0,0,750,885,302,483,7951,1723,0,256,452,0,0,3675,0,1057,0,618,990,0,705,4628,2976,477,826,1698,4634,949,683,2916,1804,0,1381,492,3519,416,712,42,874,1181,0,0,486,164,564,175,604,5841,1960,2962,485,1546,3066,1,689,3052,0,0,0,379,0,514,0,3398,0,0,101953,981,0,154,195,928,1399,2784,0,1375,0,1309,1488,0,324,2169,235
56,2720,450,227,0,0,207,127,0,1095,2485,2252,1,0,10,0,0,2074,0,209,0,238,21,0,0,0,3162,440,800,2099,2044,0,825,2376,428,0,272,457,3,357,392,0,361,53,0,1956,75,81,832,586,510,160,179,1,217,1869,1983,0,0,536,0,0,0,800,0,159,0,1097,0,0,9740,597,0,0,103,1583,291,261,0,1656,0,1366,303,0,462,110,51
57,3249,567,1085,0,231,1497,596,619,2910,8311,1030,3399,1203,459,0,0,1155,0,1895,0,331,1669,0,512,0,3074,252,350,2624,6881,865,605,3040,563,0,2909,287,2,313,614,728,100,214,0,4512,379,0,507,493,1532,9440,1349,1,175,2139,4879,0,0,2572,0,0,0,987,0,262,0,3153,0,0,80913,1941,0,0,0,1478,992,1165,0,3891,0,2572,675,0,941,2444,748
58,3463,1264,369,0,56,935,1499,466,380,5636,963,0,1867,258,66,0,3398,1,1453,0,486,1688,1,237,7966,1046,127,74,479,1971,0,106,746,2189,231,2649,1379,7454,395,614,643,347,819,0,2327,708,309,2432,1257,1201,3487,1206,5248,433,3224,4618,0,478,3194,1,0,0,2185,0,80,1,5188,0,0,86576,2002,295,155,252,10319,1146,1613,0,706,1,3640,1494,0,521,3878,173
59,3354,679,174,0,116,623,1115,212,551,4547,970,0,2277,310,0,0,1978,0,1268,0,889,631,0,258,164,2447,570,226,1515,2183,316,380,2002,761,38,1872,529,686,263,512,336,323,204,0,1992,0,33,1541,448,155,2781,634,477,249,1502,2009,0,0,1508,0,0,0,303,0,441,0,1776,0,0,86851,654,116,38,0,2094,44,1770,0,3542,0,3032,982,0,457,1957,0
60,1800,871,148,0,37,93,433,612,724,5780,552,93,1015,416,2,0,3044,0,177,0,266,26,0,55,17,610,68,124,605,1050,0,260,586,646,0,708,528,62,171,300,408,70,323,0,409,209,64,423,436,193,3643,801,351,21,1189,3061,0,167,5022,0,1,0,568,0,115,0,4071,0,0,16580,152,0,23,86,1816,367,1121,0,722,0,639,410,0,217,757,119
61,1934,488,5,0,650,9,1617,306,448,6773,1666,1,1045,565,1,0,4443,0,1244,0,117,2026,0,447,1181,4482,371,504,2940,2724,0,1617,3287,2908,0,922,1081,2022,114,1210,332,358,1116,0,2326,1098,1,1161,1200,1586,2831,894,5512,693,800,4070,0,0,5085,1,0,0,819,0,197,1,3033,2,0,109657,1469,0,311,288,1144,516,2584,0,1433,1,2724,289,0,1006,2403,192
62,29392,12831,1991,0,142,3782,3865,5027,7105,55617,7607,762,3987,1744,1260,0,12659,0,6180,1,5840,16749,0,1442,12696,4030,465,565,3323,7988,1147,3565,5409,4984,6,10533,11951,14161,1614,5525,4148,7274,2979,0,8196,4905,2182,10123,4630,8033,34048,11198,15393,2458,25188,25943,0,3462,15920,0,0,0,8453,0,1709,0,29859,0,721,280902,6664,1084,1210,1659,67431,7786,8651,0,8173,2,13655,13556,0,3414,13693,2750
63,1960,1626,81,302,157,1089,396,288,323,9980,1651,0,837,280,0,0,2085,0,876,0,1277,0,0,0,1163,3925,480,507,2416,5998,1,1523,4159,1909,0,0,60,519,328,880,33,17,435,0,309,140,147,1413,963,215,4530,872,236,365,1803,1901,0,1,109,1,0,0,729,0,332,0,1416,0,309,22059,764,0,0,349,673,386,2019,0,4948,0,283,591,0,436,521,125
64,2584,860,265,0,0,0,116,227,1208,6988,1258,113,1773,619,0,0,3439,0,1690,0,948,928,0,302,3758,3530,395,205,1667,3148,841,559,4652,1353,0,1079,702,2460,913,724,6,1,515,0,1848,777,0,140,622,897,3897,1338,209,231,1912,2958,0,221,3447,0,0,0,1866,0,138,0,1778,0,208,65566,584,0,89,76,898,1065,1676,0,3406,1,1778,180,0,750,851,330
65,3687,1548,452,0,0,797,24,402,358,9523,1376,90,1380,720,106,0,3268,0,1081,56,703,0,0,598,5153,2213,230,103,1441,1430,481,267,1906,947,0,1541,1483,1592,609,813,74,226,800,0,1385,580,129,2036,1069,609,5700,1066,3779,178,2553,2858,0,59,4303,4,0,0,1417,0,133,188,3863,0,141,86366,1909,139,132,524,6644,935,1578,0,1412,321,963,1767,0,615,788,16
66,3284,1062,0,65,0,1642,888,1060,605,9132,1926,0,594,1954,140,0,4119,0,1380,0,621,2606,0,140,7089,1334,222,489,1521,2702,0,431,2451,1095,0,1266,1045,8890,925,1254,4,730,706,0,1229,569,0,934,1142,705,4776,1131,5264,0,1480,3221,0,598,3630,0,0,0,2135,0,98,0,3292,0,222,80605,1372,0,469,21,3418,1946,1691,0,2366,0,2486,768,0,486,2936,325
67,1419,1236,0,0,0,493,1105,177,1172,9758,1298,0,1522,235,226,0,1907,0,546,0,254,404,0,0,1829,2986,770,363,1880,5375,664,313,3174,573,0,381,421,1054,103,418,354,560,18,0,1377,291,183,1316,577,1142,1813,700,1566,461,1232,3978,0,107,2592,0,0,0,1793,0,333,1,4493,0,0,57081,892,0,0,0,617,710,1008,99,1825,0,490,394,0,471,0,167
68,3601,1690,0,0,3,0,568,804,927,4208,1039,0,705,826,0,0,3401,1,790,0,0,721,0,141,3433,4189,459,396,2116,4984,874,1338,3567,2275,0,348,670,10364,260,1200,0,308,891,0,1402,1006,142,1294,1388,1030,4948,380,2543,175,2533,5269,0,0,4539,0,0,0,2539,0,714,1,3042,1,0,104737,248,0,111,292,3942,1982,3228,0,730,0,4332,1158,0,556,1227,724
69,563,125,0,0,0,159,0,0,523,5614,679,227,0,0,0,0,632,61,774,0,149,183,0,0,621,2310,523,425,2399,2833,482,1045,2009,42,0,790,423,1,137,279,0,5,371,0,197,0,63,0,316,356,988,551,0,0,1405,1018,0,156,426,0,0,0,0,0,61,0,1269,0,121,10061,1356,0,196,0,0,0,604,0,1659,0,0,0,0,232,358,0
70,1540,481,2,0,574,195,102,93,800,5936,975,0,919,605,2,0,3847,0,503,0,217,386,31,240,0,4472,565,477,2752,3678,650,1661,5038,360,0,357,943,1,221,129,17,336,332,0,2121,660,123,635,757,344,1883,48,0,0,1959,4000,0,313,6164,0,0,0,302,1,17,0,2152,0,0,13272,34,0,0,14,564,991,371,0,1051,0,1545,582,0,442,453,226
71,1174,441,0,0,0,285,27,0,267,5306,520,0,1947,22,1,0,1476,0,0,0,510,752,229,0,336,3635,435,666,2957,4490,225,626,3405,1274,0,787,271,99,446,180,35,15,513,0,520,322,302,488,117,396,4128,596,906,231,1169,2278,0,220,2023,0,0,0,22,0,132,1,1116,0,0,21036,728,268,0,0,350,8,792,0,2721,0,1420,310,0,580,118,96
72,5382,2596,448,171,0,472,1049,607,647,5641,1231,0,0,576,0,0,560,0,1253,0,503,1417,0,0,1563,1686,112,163,852,1480,1041,395,1060,602,71,1190,1788,8544,375,370,462,293,595,240,745,854,134,548,428,811,2038,612,2456,645,2950,4759,1,332,5090,0,51,0,2302,0,162,138,1861,2,174,72980,854,407,45,204,7057,682,2843,0,909,4,3872,1140,1,495,1594,175
73,2861,3539,250,0,0,276,793,825,169,4727,2062,578,654,512,214,0,2374,0,877,0,354,2155,0,481,12814,2757,235,376,1780,4217,273,473,2751,2914,306,731,737,9960,364,1144,815,883,1237,0,1306,1167,0,2282,942,2458,3715,2471,5582,124,823,2707,0,679,4488,0,0,0,1923,0,580,0,3871,0,271,130140,551,421,535,1003,3782,1564,913,403,1289,2,5865,920,0,982,1843,169
74,2307,481,529,0,396,1437,487,236,908,8022,400,377,2123,566,0,0,4810,0,739,0,680,888,35,271,5479,1421,329,509,1959,1869,0,564,2488,1078,0,1252,765,3319,463,396,320,211,997,0,928,1395,102,912,964,1385,4038,2706,3087,538,1403,2840,0,360,2194,0,1,0,3938,0,333,0,3382,0,0,88921,1610,220,17,210,1656,538,2019,0,2787,0,870,1288,0,779,1671,515
75,1599,540,274,0,0,644,94,363,211,9920,985,88,195,19,485,0,3854,0,184,0,229,2596,0,260,0,2752,419,492,2386,3252,0,254,3937,0,0,1063,1269,1,130,436,380,78,875,0,590,201,0,1051,515,741,3473,1851,0,283,2787,1099,0,442,3825,1,0,0,549,0,1204,5,1592,0,0,26043,2845,0,0,0,2738,1807,889,0,1745,0,2324,0,0,549,573,450
76,1131,1051,1,1,0,806,394,357,736,7062,2287,172,0,792,1,0,2916,0,1423,0,148,933,1,274,351,1595,84,156,778,2841,0,284,1534,1848,69,1931,903,0,264,580,833,913,587,0,1898,144,11,1299,1150,865,4267,2191,479,487,5682,9057,0,406,6897,1,0,0,532,0,272,1,3425,1,0,13837,6768,316,193,210,6375,1098,1478,0,842,2,2080,513,2,429,2432,244
77,2609,193,629,133,0,4915,930,606,958,13018,362,65,1133,1426,305,0,4112,0,1026,0,926,3150,0,524,2395,3054,483,541,2111,3856,142,567,3326,1229,120,1709,2648,385,1001,1424,0,192,986,595,3254,862,208,1830,799,0,3010,1043,3727,178,2058,2556,0,0,6886,1,0,0,361,44,692,24,5063,3,0,121873,4926,419,160,0,3775,673,1943,370,1787,0,2701,218,0,479,1077,240
78,2012,529,256,0,0,178,1104,2,511,6185,930,1,390,1028,1,0,2414,1,2,0,525,1427,5,503,3000,3599,512,774,2678,3911,264,615,4875,1418,0,351,1234,2254,1157,394,18,591,207,0,18,657,285,364,192,1409,1543,310,2320,741,1047,2405,0,4,2473,757,0,0,3,0,58,345,946,1,295,74840,843,0,166,93,2200,749,787,0,1070,0,2798,545,0,636,374,259
79,285,322,2,0,0,0,90,57,239,1368,309,63,0,195,0,0,1262,0,2,0,65,42,0,0,20,2408,340,323,1384,2536,596,610,2576,200,0,242,137,0,236,255,0,2,1,0,326,252,81,244,237,112,1055,231,3,0,826,465,0,194,8,0,0,0,124,0,91,0,110,1,0,983,610,0,0,0,0,143,302,0,864,0,1394,0,0,185,0,300
80,2450,1456,0,1,18,139,511,307,402,3849,915,0,202,369,93,0,463,1,1275,0,491,804,0,1,1523,1525,102,76,906,1211,414,759,1079,758,1,250,1589,548,317,209,279,301,488,1,2388,642,392,1131,403,409,1827,488,248,23,3146,5859,0,398,2614,0,0,0,278,0,257,3,6363,2,0,63550,2456,1,1,207,3509,2070,1608,0,396,1,1389,1312,0,293,1579,102
81,12084,1259,0,0,0,2852,1649,1023,3123,33405,4157,1,1879,2325,2,0,16885,3,4461,0,1197,9820,0,965,3958,4133,1291,1544,7816,9110,687,2002,8422,801,0,4758,4625,1390,1261,2646,128,4204,1645,0,4329,1601,467,1407,4151,2111,22460,3938,10743,2198,8230,12808,1,1262,14769,0,0,0,3624,0,1479,0,13787,1,320,157248,7628,809,1171,183,23502,2178,8858,0,5567,0,12191,1147,0,3286,1915,1295
82,2388,555,659,0,0,437,22,12,461,6362,1806,0,0,686,283,0,3842,0,889,0,525,39,0,386,547,5576,623,439,2910,2642,380,525,4108,565,0,899,175,1,516,836,0,1076,695,0,278,763,0,1512,1176,1048,2812,657,957,251,2571,4169,0,896,3363,0,0,0,445,0,21,0,1754,0,0,12050,779,0,0,0,3091,490,316,0,820,0,1950,709,0,748,305,438
83,4405,3481,456,0,2,2143,2252,1377,961,12155,2927,0,1789,2005,0,0,5788,1,2497,0,834,684,0,623,4088,2254,242,158,1380,3697,0,672,1961,4426,0,2347,2454,6667,1425,1129,388,871,1494,0,1980,2090,261,3386,1607,228,9154,2175,6482,1454,8233,14249,1,1091,8389,0,0,0,1755,0,587,0,11069,0,178,189686,10152,371,134,1509,21868,2597,4560,0,2107,2,5194,2185,0,876,2841,1065
84,449,5,77,0,65,29,260,0,163,261,141,13,18,21,0,0,131,0,45,0,226,156,0,14,28,1630,158,137,769,1111,306,871,1003,19,5,95,475,275,176,40,52,64,0,0,189,67,44,465,51,231,99,54,644,7,476,833,0,49,2745,0,0,0,15,0,9,0,284,0,6,41720,17,0,60,4,441,74,256,0,426,3,268,0,0,53,0,9
85,4654,4502,0,0,0,68,1499,100,706,7485,2403,0,3040,1100,0,0,6757,0,2059,0,370,3431,333,152,4808,3425,475,489,1523,3157,0,957,2456,834,0,2245,1373,11919,498,1148,1902,297,1460,0,1108,441,267,73,863,1538,5729,1063,3181,484,3558,6148,0,113,5022,0,0,0,1044,0,452,0,11873,0,0,95842,1760,276,75,2,8573,360,3522,0,2099,1,3784,600,0,776,3845,577
86,6826,884,920,18,1,1116,832,596,467,6341,1028,50,628,1652,119,7,1612,34,641,34,516,1408,128,303,7519,1007,93,95,423,1780,61,380,950,1086,7,1038,1718,21076,592,488,591,131,500,10,1048,1326,366,1074,2543,1497,2364,1375,6926,247,328,1796,13,192,5877,49,8,3,1651,2,182,76,2547,40,128,107321,2132,1014,350,1666,4209,241,2030,5,960,30,2400,599,12,912,2476,136
87,23701,8087,212,0,0,779,1037,275,1360,8843,1194,1,0,1527,1,0,3473,1,3501,0,337,4930,93,141,12382,3130,767,243,1801,8072,2682,821,4033,2332,790,3900,2297,19155,952,986,2,484,1081,0,3608,906,191,3157,3213,30,7650,996,3413,1024,7385,5645,0,194,8244,1,0,0,1233,0,397,0,5502,1,1,231827,2964,0,886,0,15568,2768,3858,89,2729,1,15256,906,0,653,8268,4
88,4712,6999,704,0,316,594,836,1003,384,11455,4073,0,123,464,0,0,3613,0,710,0,275,1147,0,49,134,4009,275,372,2561,4738,2035,2333,2169,777,0,3453,1022,34,643,1744,502,107,628,0,1342,43,59,2281,1548,1998,3268,1287,535,524,7258,7824,0,1163,4129,0,0,0,701,0,390,0,2125,0,0,27167,1815,0,4,0,2953,3488,1320,0,743,1,2980,3107,0,300,4487,484
89,8807,5859,224,0,0,298,2324,2023,485,5673,2127,24,1692,244,0,0,3959,0,3010,0,156,1207,236,3,3808,3271,257,417,1944,4588,1912,349,1719,3366,0,1245,2947,16485,770,1207,358,4203,857,0,3256,1531,348,2821,2685,1730,5522,1360,6180,358,4956,10108,0,233,6905,0,0,0,3294,0,657,1,8258,0,0,163576,263,17,453,1905,6365,3298,3360,0,273,1,3549,2205,0,1011,1828,987
90,16033,3597,1427,0,255,2198,4575,4333,2989,20041,4385,173,1657,1433,0,0,10635,88,3612,0,1318,894,38,764,20600,2418,169,156,1455,4803,230,254,2491,7402,55,5386,4890,25233,2570,1823,2419,818,1881,0,8767,3269,984,6772,5145,4085,19891,5069,8594,929,8605,6462,0,1040,7778,0,0,0,5649,0,495,0,13354,0,0,352076,12611,736,649,2637,17526,5045,4756,90,2861,0,6660,2744,0,2602,7978,841
91,1099,357,308,0,0,256,381,117,454,2692,466,1,0,305,0,0,1065,0,207,0,284,267,0,0,125,1196,141,83,510,921,281,200,675,487,0,311,860,0,276,241,0,519,380,0,595,579,0,670,226,281,404,596,392,285,1012,3341,0,129,2920,0,0,0,206,0,210,1,1030,0,1,16170,1755,0,224,46,2378,128,287,47,231,3,476,263,0,128,2,66
92,3119,2031,773,0,0,932,290,135,412,5523,1071,343,1487,720,1,0,2273,0,1082,0,253,865,0,232,4694,2645,554,127,2116,4494,1232,700,3727,1350,0,1637,656,439,248,914,6,0,517,0,0,828,0,1985,581,732,3380,842,5665,383,1269,5074,0,0,3663,0,0,0,818,0,136,0,6351,0,1,78915,1273,0,260,0,3109,568,2022,0,1043,0,4206,740,0,159,249,521
93,8384,3039,2332,423,670,2,949,1366,3060,24017,957,284,2127,1859,69,1,6133,683,7874,0,1135,2102,0,1,0,5186,501,258,2433,8208,2122,1243,3234,3394,0,2930,587,962,214,1188,402,1029,1926,0,1049,1402,266,3452,2919,1648,8596,3246,877,463,7612,16025,1,1032,10856,1,0,0,1174,0,989,1,12084,0,0,118569,2184,3,179,577,9191,2916,4508,56,2045,1,2437,3165,0,528,7135,547
94,8869,4781,1231,1,0,1,3869,2540,348,5680,1858,0,0,1,0,0,4889,0,1523,0,239,8672,0,603,17695,9213,1639,949,3876,8257,0,1511,6817,5310,0,954,2284,24636,1262,2188,0,4093,970,2,5092,2208,15,6405,1182,1352,6012,3657,11868,372,5199,10928,0,0,17266,1,0,0,4939,0,725,0,7561,0,0,376670,742,0,296,1578,5693,4540,1445,0,832,0,9637,2662,0,593,1904,541
95,768,375,66,0,0,318,456,202,125,2346,243,78,776,140,0,0,696,1,325,0,171,28,32,53,2,637,159,127,483,1072,395,564,558,207,0,494,427,763,292,145,93,20,299,0,459,109,36,388,616,127,2429,483,235,190,1195,937,0,201,1875,0,0,0,94,0,357,4,2608,0,27,46395,378,110,57,0,1023,343,1166,0,531,0,190,35,0,244,382,110
96,1101,52,78,2,8,345,464,191,326,3433,361,1,183,341,1,1,1554,0,29,1,128,686,44,42,1137,687,86,36,416,601,5,194,858,384,0,223,558,4164,158,183,148,208,220,0,994,272,98,387,287,210,1810,296,2177,1,1468,2109,1,81,2394,2,0,0,328,0,40,4,1558,0,73,54182,83,19,2,3,1844,462,567,1,441,4,1284,357,2,215,337,34
97,3333,1450,519,0,1,356,878,780,1255,6424,3705,238,0,1576,0,0,2971,1,2026,0,728,1049,0,195,3338,1181,131,174,957,3548,741,1138,2642,2054,0,1698,3134,2,1040,1029,345,1513,544,0,4319,1304,72,3387,827,545,774,1829,186,63,4056,10366,0,1191,5827,0,2,0,445,0,1220,0,6957,0,537,83512,2675,0,851,710,15915,3181,2060,0,765,1,10033,1264,1,442,742,523
98,2982,1020,28,0,321,403,1884,1900,492,10711,1525,1,346,0,0,0,7771,1,1477,0,118,5599,0,1098,12182,2346,654,251,1902,3790,798,1847,3729,2923,0,1649,630,9331,707,1454,1093,1218,791,0,65,1721,958,708,3362,3040,11620,1240,5351,1973,1949,10236,1,76,5539,0,1,0,2232,0,279,33,4979,1,11,172401,3842,0,459,2375,7416,80,1858,0,649,4,3866,33,0,1152,2568,566
99,1467,661,497,0,0,0,161,96,281,1582,534,0,0,95,0,0,978,0,693,0,31,228,0,146,1815,1143,85,70,468,2412,112,362,1352,662,0,517,852,6392,50,623,0,186,282,0,466,841,62,1155,1174,148,734,366,1968,590,1348,2462,0,0,1184,0,0,0,356,1,122,0,3252,0,3,28758,739,0,67,244,1186,502,151,0,300,0,1598,527,0,214,238,71
