,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
63,637,361,665,7293,1933,3270,5779,9191,740,697,687,550,7242,3338,3950,4558,1075,92,6260,707,1314,1320,2369,881,1551,2495,143,7689,1286,629,207,2199,599,1352,625,748,430,1506,927,1713,1604,1239,890,43828,2271,312,4,346,1008,242,218,521,398,32330,1898,1149,1454,1284,858,836,1253,311556,1168,2019,124,623,658,1165,948,442,735,3303,73,847,1073,306
64,0,42,447,665,269,4242,806,8593,544,606,1030,368,227,230,913,5056,5689,976,3566,222,2600,785,3109,327,2223,547,0,587,564,427,0,1434,860,666,789,524,190,306,316,146,31,421,492,13,1351,0,371,275,473,358,477,0,836,6,598,477,167,464,222,1,147,61233,766,807,446,44,737,5920,598,369,399,3823,766,2657,555,230
65,611,420,712,1199,403,5351,449,7746,2003,629,1162,1354,330,467,2809,3114,895,624,3324,462,464,527,1111,180,473,136,561,365,1185,1500,568,2232,586,583,2321,1163,466,196,1464,98,255,673,802,14526,2022,270,543,671,793,1587,203,977,489,2,2322,906,748,993,266,739,637,64479,473,472,552,51,474,3723,1625,491,164,1815,356,1209,517,510
66,2793,1926,4518,780,1391,9676,2747,8281,9845,3697,1077,2547,386,2295,3904,9192,3584,970,3288,699,5055,1047,7088,394,3111,780,4068,308,1919,6472,1521,7264,3985,2876,12448,1084,644,763,9004,471,1945,2193,1250,46401,11216,87,535,4128,305,4709,1436,3773,3427,2,7681,2156,2701,3920,772,796,643,239717,3705,2612,1014,666,1071,7623,7205,1021,3096,4841,524,4419,250,1230
67,1667,1765,1061,414,572,4790,389,15645,2446,506,808,1731,217,1460,2764,21730,3393,2189,15390,1302,3045,1493,5469,1378,2804,597,831,288,1676,3686,29,2279,2167,1835,1960,1027,1975,634,1539,2144,440,1046,7,15558,4730,0,124,5,1174,1080,327,2134,1346,0,3719,1459,2580,1150,783,118,2580,86824,186,154,484,1256,115,5000,2325,248,887,3019,764,2792,502,1
68,1404,14,379,2151,564,9044,447,17388,724,190,1897,1186,1564,1893,4071,7207,3542,386,4032,496,635,737,1331,0,514,100,139,205,1102,528,316,2946,1006,706,1593,1553,266,665,261,1114,1377,1131,497,44,1942,649,1191,2250,555,1934,696,585,1244,2,1713,2021,1015,1499,1170,238,359,86150,138,410,513,375,807,3552,1248,1216,249,2557,343,2507,746,498
69,3209,1126,1805,1920,4274,19866,2527,56903,4439,1966,1983,3358,1084,2975,10857,36595,15004,4801,16583,1266,2822,1341,3760,1644,1509,1178,2969,1701,4552,3678,1101,5572,3770,5091,4096,5496,2679,2082,2463,5222,4362,4019,150,12897,8569,1764,1628,4159,1995,4932,2251,6547,4322,0,5617,8883,2962,4332,4298,1916,1381,256262,1898,884,4323,615,3182,11779,6807,1748,856,11195,4236,8607,3248,1656
70,2489,158,172,1423,791,8199,1474,24320,4057,1345,952,5715,2021,3302,8038,25099,5232,1520,13692,1724,2853,1901,2926,1275,2900,2686,2890,1233,3390,2221,362,2851,1768,557,5672,3179,3218,1756,6573,1664,468,1340,275,24848,4209,324,1816,1759,1345,6502,945,3664,3261,0,4857,2427,2232,482,767,565,535,118904,714,343,2975,1263,790,3197,2742,624,457,3956,668,1905,1009,429
71,0,1056,3728,7288,1834,8815,2481,34629,7689,2009,5159,2013,0,3604,5872,12863,23109,347,10085,4,17023,4297,17800,7214,11663,1753,1,2511,3102,152,0,24108,4893,4564,298,3540,367,0,0,4306,0,1257,1,9,0,0,1696,2507,1277,16293,11,43,4068,286,4068,3558,3169,4908,704,259,466,282447,474,2589,2902,484,6404,17863,3179,2968,77,11904,0,2549,1683,1386
72,26,232,0,1383,99,3313,1979,22338,210,2014,2434,20,10,13,1994,11768,11303,1317,9883,968,9988,2190,21030,296,8603,8,0,3066,810,1,0,2823,2394,2629,395,2,1181,544,0,1351,0,0,363,5,0,0,358,103,708,2835,2031,1207,61,2,2640,852,0,1813,1222,522,487,344044,798,3255,45,684,131,8532,2303,0,657,3347,2315,6068,2310,178
73,267,138,0,1087,958,2028,220,11372,265,523,318,679,35,461,1662,5258,2533,234,2450,38,3348,856,3800,1061,1911,1,0,242,443,288,146,1602,158,304,834,552,202,353,0,698,310,55,525,5,415,366,176,0,239,349,458,203,791,0,927,534,491,403,846,118,315,85419,325,889,427,2,89,7009,1762,666,0,2078,28,1284,852,175
74,520,10,0,778,290,2535,1012,4381,621,218,22,191,0,0,730,913,317,97,1433,300,2726,1928,5264,837,2031,2,0,327,629,420,17,802,13,0,174,337,371,82,304,161,15,560,15,0,78,0,24,32,433,571,765,0,718,12,667,16,552,210,27,51,204,41615,61,2,24,25,0,2739,488,147,454,994,0,278,521,888
75,0,0,2,10,505,1995,0,4569,97,0,732,1,0,310,221,1630,4754,230,2213,182,2217,2143,3965,507,2052,2,0,1012,385,0,0,643,186,1196,0,621,129,1,28,433,0,0,0,4,0,121,1,534,223,3045,0,374,0,10,7,42,0,149,3,0,89,13153,0,326,3,2,184,221,87,164,0,899,420,82,77,108
76,1678,977,2106,1819,1258,10678,602,29785,1905,1388,2452,2823,708,3015,4704,13117,7248,1809,10609,511,1795,716,1865,535,1562,865,2649,587,3231,2539,1056,6619,2691,1486,4960,1799,101,1440,1847,1633,998,1476,810,20804,5281,207,1631,2150,796,4430,1472,2375,2154,9,3520,2344,2973,2129,1206,745,1121,174897,1073,2453,1623,1124,700,12855,4223,1261,1776,11774,674,2427,1051,770
77,1371,104,197,703,1293,7687,5,12116,1014,410,754,206,1060,883,3535,4588,1540,673,7774,300,1300,787,1326,415,616,906,72,784,1692,678,334,2001,884,2054,261,1956,932,392,212,731,529,1176,332,5,1547,1945,325,1615,1384,1779,516,156,461,112,442,2364,314,863,775,143,797,11543,261,178,823,397,426,2941,810,925,227,2042,905,2661,166,591
78,6,550,5,1403,403,13,0,2754,1587,0,1030,193,1,121,2466,2,3130,1160,520,740,1397,434,2985,552,1247,5254,0,464,316,9,0,1023,870,1919,471,567,327,84,0,734,214,384,329,5414,5218,0,0,55,64,1941,2428,1810,921,3,1593,27,413,431,6,762,0,864345,10,1480,857,332,0,2147,1755,618,3,924,2,239,5,214
79,2089,300,31,2,1218,7193,2566,21964,2005,159,2929,1898,304,2,2274,4764,16542,3349,9505,1,17435,4514,26237,2845,14039,626,2,3896,3819,607,0,12926,1732,8423,1,4214,138,0,0,1593,3962,127,2279,26,128,3755,4357,1255,759,15727,1803,602,1608,6,1,30,55,1890,196,2040,528,530719,280,6141,339,32,230,27548,1802,268,437,10939,1316,3815,2272,163
80,2108,863,1442,1040,756,7770,716,24795,2124,1502,417,2141,223,2276,4573,11269,5185,1174,5261,1171,930,662,1462,303,741,480,621,558,2090,2616,973,3107,1783,1007,3545,792,276,422,1048,1396,583,750,474,17182,4257,218,1018,997,523,2686,1534,1842,2091,5,3200,2185,2048,2045,507,713,411,112158,877,1840,1506,1071,1027,6477,3092,430,749,6426,691,2804,855,309
81,6861,213,1285,6636,4148,31686,3456,41951,4911,1028,6166,438,2538,2342,28560,17323,5071,1454,25264,89,4304,3399,14271,4531,5194,2880,16,1599,11140,941,1050,17975,2065,2062,3851,8335,5225,942,1220,1876,889,7780,1328,1659,4763,3661,71,1689,2253,8074,1843,4960,4107,1,2536,6549,2273,4196,2318,463,2939,325357,1310,66,962,707,103,8971,8020,3715,1974,12959,2938,6283,1690,881
82,1823,859,779,1105,2396,15783,1161,26498,4901,2120,694,3032,1367,3249,4785,21140,4114,1931,11070,884,1962,895,3545,1578,2299,3,1534,1152,2309,3910,2437,3472,5508,882,2834,3703,2154,987,1903,2027,1452,2115,436,14452,6929,597,1984,2339,1835,988,2830,1707,3880,0,3011,2516,3338,2017,1530,162,2026,15616,1336,202,992,1953,1663,3618,5081,1267,1017,4323,1305,5395,1313,482
83,469,304,925,377,419,3703,657,8915,2682,738,765,766,854,1555,2690,8658,2306,894,8465,306,1180,1182,3177,459,1721,707,2724,259,996,1876,715,2314,1338,775,958,902,634,642,1994,1321,757,646,86,2570,3340,815,14,340,877,788,864,628,1191,1,2890,1694,1385,939,292,336,352,45924,500,38,1104,267,45,2984,2303,482,433,2901,530,1333,636,3
84,2211,1699,869,1710,572,6795,1005,9554,3523,2029,1594,1431,1194,1239,3365,5264,1896,376,4320,827,2204,888,3528,481,2056,71,1389,279,1171,3710,1839,4040,1210,296,5418,332,536,1134,1678,330,0,1045,866,33784,976,753,643,1187,322,2436,576,2953,978,0,4179,474,1225,1183,989,1119,639,221178,2049,1306,89,152,180,4578,3267,542,2265,2589,1132,2074,1050,720
85,246,8,365,122,69,1816,15,1963,347,74,208,120,0,155,856,216,943,69,1001,0,419,491,1012,279,504,91,0,84,279,30,134,154,93,228,107,330,173,68,0,61,2,39,255,1,78,47,496,279,94,348,0,0,64,0,2,462,214,246,65,107,248,7336,0,6,128,249,117,978,247,62,0,671,81,332,204,0
86,2628,1596,2238,1733,1921,13680,998,31232,4266,2756,2237,4652,815,3084,7456,15608,5676,1754,11037,1090,1686,676,2523,369,1436,1142,2183,566,3494,3360,759,7631,4138,2052,5418,1507,797,860,4793,2198,1692,1190,3498,21157,9975,1471,2300,3855,1487,2924,2902,1716,3024,3,7582,3307,3937,4155,1415,1602,1080,260179,2050,1304,1854,1077,1213,15027,5392,1196,1408,9698,717,5388,1585,441
87,2826,3842,2268,4505,894,13238,1120,39422,9836,5130,947,3705,521,2292,6826,34929,8883,4892,8896,1266,3683,1255,3593,890,2966,524,6672,516,2961,8909,2805,8271,10438,2,13444,1793,1363,4103,3801,2629,1741,3056,656,39181,18973,304,6946,1842,1069,414,2429,4977,3538,0,10210,3202,5723,3210,323,1712,103,300325,7202,1791,3876,782,4677,20392,8527,264,2433,10199,2552,6923,2912,932
88,2356,928,267,575,591,11449,16,11266,3954,1110,1595,1428,363,136,1459,8580,3904,1182,3343,210,1701,1443,4233,734,1661,3,1618,421,1303,1875,365,2152,2252,86,1170,1299,785,502,835,682,653,784,1166,3848,6475,637,988,1026,869,1340,1409,1163,1869,0,1497,2813,738,1531,621,272,72,42915,323,955,924,2465,1544,2372,2570,431,143,2775,981,1294,731,1380
89,1592,1181,1252,9537,2965,18144,15739,56373,2381,1798,3083,2358,9071,6003,10947,19278,10730,3461,11529,3516,2680,1023,4174,1547,2255,5817,1016,9279,1770,2743,2295,11249,3722,7614,4710,7603,1612,1968,1107,4843,4003,1630,87,26511,11751,280,2135,3793,2388,6698,3394,2776,2916,49243,8595,1299,870,6100,983,1155,3206,402438,1088,2930,792,1249,2833,12275,6064,1447,800,13382,2091,6157,3080,1861
90,12,286,335,2122,1415,4850,599,7128,637,0,1532,508,390,1,3181,4093,3169,545,6184,384,1806,1383,4346,1521,2131,780,1,1447,1814,92,231,2880,0,1044,703,1839,751,297,0,587,648,963,529,4,24,413,1231,342,1117,3371,532,338,523,0,207,2718,90,41,210,9,521,111062,10,400,40,1452,1035,6440,1473,786,26,2242,181,746,1054,0
91,5137,0,0,678,0,32658,1364,51352,4709,682,1562,1660,1377,2028,15759,18753,21432,685,19245,3,10714,4841,10682,2830,7385,579,0,2162,3151,965,0,13010,814,6253,964,6511,1048,811,0,4904,128,3890,1421,3,2644,0,1234,1527,1823,10735,627,5081,3810,3,3149,2365,1611,2259,267,43,1714,246139,456,1490,465,6232,2343,10791,2754,112,0,16586,1226,7449,3149,1520
92,2867,1596,896,1232,2229,17824,217,40689,4466,3270,1128,2781,1631,6455,6146,14118,4342,1122,11948,840,4349,1826,3067,102,3065,394,1785,1464,6733,1206,1294,4179,1137,1048,4752,4565,1072,1849,3431,1027,229,655,1744,25110,10125,1392,2284,547,3786,3922,3218,3649,2049,150,5442,2696,1754,2334,2483,6205,519,1105105,5663,485,844,804,2331,8578,5305,1647,3049,8997,764,4540,1418,2409
93,4122,692,1931,2556,658,12898,810,13690,3179,1773,1933,1935,1001,1132,8261,9807,3523,829,5026,477,1913,852,2389,547,1147,741,1332,1029,2586,1584,2091,7236,2085,321,4780,2025,1254,878,2095,677,499,2134,1570,24662,3261,525,440,2437,1151,3871,692,1300,635,0,5036,3211,2907,1809,547,656,2118,123835,2499,511,828,397,636,5294,3768,1250,827,3460,630,1879,1136,1118
94,3724,1197,228,1378,1721,18026,895,21724,4146,2507,1424,2324,32,1300,9913,16333,4844,973,6313,769,1414,1316,3810,786,1648,1436,3356,599,1936,3128,2402,6905,1766,468,5953,955,867,738,1522,853,735,1112,144,18354,7803,2201,974,691,1852,3939,164,2722,3042,0,3440,2824,1861,2372,398,597,2150,95526,873,877,1212,1,700,4056,1636,763,470,6186,1101,2415,307,613
95,288,362,319,187,454,3038,255,7858,771,186,433,871,154,1337,1283,5458,1811,328,2764,508,1707,981,2202,339,907,379,646,523,717,1164,565,2325,909,416,1779,737,504,199,977,495,204,264,816,24050,2314,281,260,486,748,1359,627,460,744,2,1191,181,326,791,332,500,113,28704,453,368,684,112,177,3647,1324,313,567,2644,191,1327,912,0
96,6605,0,22,91,0,27102,1772,15791,4890,94,6748,1832,1051,0,9148,9790,23609,2238,14095,2155,12409,6510,22913,7053,9797,1474,0,8913,8166,0,0,9143,4989,7,0,9459,3660,196,1354,2021,6086,4927,1475,182,4261,0,2528,1630,2667,6725,2072,8176,1894,3,104,5766,160,1513,618,12,2922,316317,0,3458,2409,2480,3643,10808,930,1819,0,12434,5809,15447,2493,3649
97,2376,31,2087,602,896,11691,972,14987,1332,761,1810,1318,1127,3108,4730,5777,6236,661,6475,394,2633,1438,4496,1037,3232,551,375,957,2493,510,281,6337,1181,1708,882,3188,1371,741,249,2100,327,2809,1097,140,2579,1985,828,1669,2977,4131,297,859,1704,0,1812,4399,983,811,545,311,1404,126813,549,28,721,1395,800,4193,1659,845,91,4375,1767,1747,829,569
98,4332,269,1892,779,1654,11318,1641,23319,2896,1088,2100,1665,107,24,6795,13646,11559,1544,4501,857,5129,2223,6650,1493,6487,737,0,1703,4821,341,0,9706,241,4356,6694,3013,987,1236,2705,425,2363,2938,1865,294,146,26,1229,1258,559,9838,985,287,1897,0,3169,1517,2575,1205,652,3000,8,593175,719,1103,202,3227,1,12940,6187,401,930,7733,667,3133,374,1466
99,6362,1230,4678,1330,4792,16690,0,47024,4694,2642,2335,1047,746,487,10993,17479,8362,0,9389,8,15919,7834,21177,2672,15336,1993,0,2626,5848,0,1411,6221,1165,2602,1379,6607,741,767,0,4033,6,6432,960,141,1876,0,1436,0,650,9127,4852,1256,1358,1,4543,2041,1408,2902,357,1681,625,198019,2035,5617,364,154,2689,6881,3566,1773,222,13281,8,2513,3060,1610
100,2361,728,1621,1727,2291,21296,0,14982,737,1609,1783,11,889,1534,6339,16707,6891,458,5687,994,2295,1635,2863,504,2344,1478,0,1258,1845,282,313,6906,815,2411,1835,5414,1657,978,180,222,443,3856,233,283,2444,1163,13,1464,1199,6010,1249,2462,1584,0,355,2121,935,1412,636,225,304,84468,350,150,604,748,575,5031,1558,838,611,6564,673,2838,1044,2178
101,1124,2275,1891,2690,306,12973,1973,31263,3562,1962,980,4483,1313,2168,3570,16728,5198,1768,10617,1043,1402,642,2280,931,2297,841,718,764,1868,4858,1221,5949,2983,1118,4267,1773,879,1425,3343,1341,816,1929,2888,27232,8850,778,1026,1732,609,3122,1709,1387,3045,1,5205,735,2831,1332,1932,2009,986,256459,1406,774,1715,1931,1449,8819,3149,514,2701,6072,927,4252,1491,996
102,459,891,3425,5449,1456,6705,0,57559,5993,1583,992,1250,2509,2714,5701,19100,8380,2017,11561,83,7981,2946,10349,2887,6504,993,411,494,1886,1892,1,17363,6135,5360,3135,2197,3609,1667,2730,1939,786,2183,1471,5,8574,2705,497,1313,829,5734,10740,1873,3830,1,7082,2862,3523,4466,770,2259,544,530972,315,1350,3195,846,60,15366,14788,1648,2084,6649,1247,10128,6834,24
103,150,1926,994,1636,990,3389,0,4987,1435,1212,918,323,251,1852,3330,3108,3787,295,2992,764,1939,1105,3702,338,2111,114,1464,359,687,1721,185,2593,975,839,4836,1162,179,323,1610,399,306,463,647,41085,3507,142,272,353,362,1335,653,715,1119,1,2533,1694,1399,1562,224,710,1535,96982,2073,230,702,237,51,4762,2170,135,361,2518,629,893,819,447
104,3821,1178,3739,3488,1741,28906,3705,85915,7187,4822,2543,5241,2797,2832,11682,31118,18369,4449,15801,802,1261,614,2131,610,2194,649,2108,1255,3545,2423,1386,13599,4597,2942,6651,5439,1152,1919,3460,1770,4268,4817,3826,17678,14485,3589,2682,3191,2055,5244,6658,5098,4701,0,3847,3777,5417,6729,2392,3878,503,392166,3054,3155,2779,2858,2910,13133,7627,1819,3068,19934,2390,11257,3653,1787
105,103,450,330,61,214,1607,133,5978,784,159,260,492,231,642,518,2926,347,431,1710,220,418,436,893,308,696,179,765,154,175,1124,273,336,103,529,963,274,94,177,352,312,135,420,240,2089,1791,376,131,530,272,327,207,536,202,0,866,421,545,312,573,342,327,4351,343,107,273,130,204,626,1172,33,102,1521,460,1235,120,366
106,5771,3911,2618,4541,2517,21142,1703,22980,12852,8123,6622,3388,172,1409,12031,19579,5810,3882,5577,2193,2390,562,4641,1057,877,435,2239,592,3183,6938,5972,9468,1996,3379,17677,2160,1426,2826,11481,2521,1773,2198,1134,30597,6979,415,2063,1664,845,4129,2453,6983,5139,0,6551,3043,9816,4895,969,10271,515,460904,2660,1376,721,2169,373,10969,6817,1146,11772,13250,2196,5367,2077,2513
107,4973,4529,2574,2897,3072,25282,2898,36879,5048,2634,3233,2828,1954,2670,12647,32060,13457,2867,14725,1978,2769,970,2751,399,1957,1064,2694,1989,4561,3403,3515,7477,5135,2684,10639,4709,1206,4459,6875,582,1143,2715,2075,9724,13936,4161,3544,3358,2548,7250,2458,6864,7157,0,8751,3605,3381,3662,1885,1624,1580,225249,4924,1255,2378,2294,1901,5576,4389,1617,3046,12142,1460,5198,3276,1121
108,301,478,734,414,35,1710,78,8855,1777,453,995,355,211,657,1193,5646,547,342,3804,25,4231,731,6285,1327,3165,51,2241,217,527,2866,15,1164,685,42,997,1310,823,126,391,434,3,753,2112,30892,2577,1300,0,360,313,1188,263,1219,736,2,2762,976,3768,3084,1054,2419,134,699954,3169,0,2218,692,45,3632,3940,188,1933,4936,878,1114,571,97
109,283,75,6,20,458,1185,22,4086,862,380,56,220,7,33,649,1022,414,116,2104,20,857,763,2867,318,673,48,131,171,551,341,22,637,596,160,111,344,324,120,317,31,18,243,503,4515,491,140,284,87,186,209,153,18,376,1,1071,33,349,181,229,521,134,230303,160,66,346,5,32,1692,980,193,143,1719,42,297,433,76
110,1830,2274,1768,971,636,5651,1599,36793,5295,2545,842,1807,3,2977,1535,24023,6986,3608,14255,1303,3532,718,3861,458,2352,981,2924,531,1678,5475,107,2190,3046,1557,4767,1567,292,447,1496,1911,424,1337,801,34938,10577,778,2989,1942,1250,2820,3260,2288,1408,993,9798,2402,2634,3837,1293,2994,376,255302,4304,1378,1951,975,678,14964,6397,443,2663,8788,925,3700,1071,12
111,2176,1424,1531,800,1253,17554,828,45230,5738,2372,1664,2012,719,4493,11892,14313,9669,1321,18797,4,1989,1026,2952,1010,985,1425,960,1702,3847,3290,1952,3752,1688,1876,3964,4241,1125,2798,2990,2437,1088,1556,674,4705,11051,1015,693,5005,2200,7459,4006,4334,2688,0,5698,1245,819,2107,638,303,250,188129,1494,1503,2010,3188,2186,6654,2939,1382,2388,11010,1904,2799,2491,2688
112,2804,3182,1536,2687,2235,14014,550,15640,5048,1808,3160,1637,705,3268,7970,15931,3387,2005,6890,1698,1619,1202,3795,532,1775,1039,2810,1050,2842,3998,1924,5380,4453,1205,6099,827,1748,1000,5287,1734,1904,723,371,19800,6980,228,1503,3435,1092,6024,1337,1531,2280,0,5195,3592,4364,1020,1094,194,1719,109339,1849,205,1451,2429,0,8222,6046,805,776,4723,594,3128,1679,631
113,1603,2498,2319,5373,2598,17954,14219,37154,5254,5661,3280,3343,8090,2185,8190,22735,10246,2459,11054,2612,2700,1244,2731,1143,2571,1502,299,10978,4620,615,635,16678,4727,4754,694,2367,542,1185,3684,3628,4514,1774,2603,15938,7780,487,4781,2210,677,7390,2920,5035,4017,45727,4246,4056,3997,7665,1135,2327,1880,467977,1332,5719,1493,132,1085,16223,6297,1208,1524,7520,1713,3954,2224,654
114,631,1902,425,216,399,4594,650,4877,1977,853,28,132,167,226,1661,4393,612,298,2067,250,1148,733,2230,516,1540,421,2229,390,525,1644,966,893,1027,330,1493,654,583,135,1166,441,507,1190,339,23103,1808,86,780,515,406,1733,3,687,333,0,1601,328,475,678,62,156,265,21172,455,213,157,314,10,2436,1500,134,90,1897,689,748,234,193
115,1145,292,1170,1215,1393,7318,136,30130,1681,903,280,625,0,4033,6960,10300,6446,1512,7392,1229,6812,2540,9151,877,5090,96,5,617,457,1985,1537,2251,709,236,803,4684,643,58,7,960,1059,703,630,1,1440,0,725,39,1067,9391,981,803,561,2,1538,2255,2407,2893,551,1401,300,231917,81,1331,415,646,3862,3310,2199,1058,443,14764,847,2782,1160,1934
116,192,179,35,56,61,1062,7,1820,487,48,44,171,98,296,247,1846,624,22,1577,122,662,564,1047,128,664,92,382,65,219,672,0,266,274,157,222,226,258,38,35,238,225,294,47,6822,238,62,110,54,372,306,74,309,210,0,526,110,147,43,54,199,32,28691,234,159,255,57,51,727,178,36,199,813,0,180,114,108
117,5,61,76,151,9,625,73,2422,167,36,56,211,90,303,171,543,334,80,976,0,1257,1176,2262,368,1630,53,0,77,107,110,1,226,4,2,78,102,0,29,2,0,0,191,0,7,155,0,0,157,88,59,4,178,55,0,376,90,437,10,0,51,10,17437,25,389,0,145,23,723,314,0,25,496,59,292,67,86
118,1067,75,578,1171,1223,1646,361,9478,914,894,188,621,449,538,2063,8128,1559,216,2897,17,996,695,2297,998,1193,12,119,149,880,593,395,605,1890,0,393,685,541,176,1005,769,301,625,909,372,2235,434,234,11,457,1066,1018,893,999,0,1008,50,290,766,392,285,276,62757,208,124,205,412,224,4713,1010,735,343,2454,871,1236,769,0
119,1871,2097,2464,2610,2728,26007,1219,26433,4847,3104,1572,4982,2260,6110,7887,27324,6888,2409,9173,1886,1248,854,2507,426,1475,1114,2331,1157,4044,4592,3092,5760,3582,2079,9583,2557,2505,2254,5099,1728,944,2555,711,20920,21374,3392,1083,2610,1385,6407,1114,3304,2295,0,6864,3025,3599,3739,1667,500,1425,166926,1802,308,1850,3021,3427,7953,5807,1453,3031,6321,1181,5132,1501,1786
120,684,438,556,986,546,3844,89,7169,1069,593,1065,501,707,419,2501,7929,738,538,2251,389,1035,1125,992,285,920,473,256,967,868,883,121,1195,1043,169,1172,348,313,763,454,619,165,588,648,37,1699,280,862,526,431,1107,614,788,1670,0,878,1546,698,1054,448,26,235,33765,121,396,353,591,185,1510,1319,622,1323,2994,689,1276,585,690
121,369,181,56,7653,2890,5049,7967,19007,1638,407,637,559,3678,3607,6746,6694,6835,488,10847,649,1959,1097,3132,688,1580,2504,342,8900,2387,542,182,4860,807,3153,676,1290,1473,2223,475,2595,4344,1639,185,10858,1140,0,960,598,1340,6732,355,3166,770,32821,972,1702,1815,2884,392,260,1914,201769,38,2579,92,1752,710,8610,2217,764,456,3216,1473,3593,1684,41
122,4103,66,681,4140,1917,13594,597,14761,823,1259,3304,840,752,1577,8356,9043,9036,895,10082,1283,3466,2328,6671,1599,6247,1134,0,1076,4555,736,2,6854,2232,1954,728,4447,2183,1701,1,1628,277,3629,850,1399,687,66,1018,1174,1475,4399,890,850,1521,0,1598,5404,3156,1307,457,104,488,118569,765,1033,683,2066,1902,5697,1752,2202,119,9505,1907,2625,796,1817
123,201,44,200,426,365,3375,75,4074,397,222,164,238,191,300,1966,4366,1164,149,1871,267,724,934,2081,335,802,710,149,383,790,400,102,492,130,152,30,512,471,454,276,246,170,829,0,5,184,336,306,415,569,785,171,135,424,0,461,1249,311,106,260,174,481,7031,154,65,86,249,365,881,269,520,179,668,280,568,315,191
124,1161,217,448,483,648,5277,258,9161,1369,24,602,511,280,271,1676,5875,3326,1,3093,0,1863,1538,2812,213,1907,804,80,532,927,989,191,3353,2302,638,890,797,252,106,0,230,687,1642,915,7,498,97,512,716,915,214,362,291,244,0,1056,1350,914,444,520,268,255,58288,91,349,478,1,561,4665,1142,533,385,2232,13,597,476,127
125,299,305,626,261,893,3838,589,9000,957,255,754,1060,341,813,1871,5782,1359,579,2623,161,1131,710,785,413,601,178,0,144,938,747,133,2025,1005,202,1111,813,166,228,299,649,424,436,1244,122,1349,533,595,1003,501,818,573,991,239,84,534,757,631,936,590,201,297,98383,377,696,326,385,1141,6706,1457,286,66,3687,397,864,818,413
